plume_id,ok,safe,tile,sensing,out_abs,out_rel,shift_row_px,shift_col_px,missing_bands,idx,reason,ref,row,col,h,w
GAO20211004t160945p0000-C,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-C/s2_-7.tif,0.0,100.0,"B09,B10",949,,,,,,
GAO20211004t162512p0000-B,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",962,,,,,,
GAO20211004t160945p0000-J,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-J/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-J/s2_-7.tif,0.0,0.0,"B09,B10",956,,,,,,
GAO20211004t160945p0000-M,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-M/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-M/s2_-7.tif,0.0,0.0,"B09,B10",959,,,,,,
GAO20211004t162512p0000-C,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",963,,,,,,
GAO20211004t160945p0000-K,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-K/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-K/s2_-7.tif,0.0,0.0,"B09,B10",957,,,,,,
GAO20211004t162512p0000-I,0,S2A_MSIL2A_20211002T173141_N0500_R055_T13SGS_20230109T113211.SAFE,,,,,,,,969,point_outside_tile,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20211002T173141_N0500_R055_T13SGS_20230109T113211.SAFE/T13SGS_20211002T173141_B11_20m.jp2,5503.321431038406,4774.145823272724,5490.0,5490.0
GAO20211004t162512p0000-D,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",964,,,,,,
GAO20211004t162512p0000-G,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-G/s2_-7.tif,0.0,0.0,"B09,B10",967,,,,,,
GAO20211004t162512p0000-H,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",968,,,,,,
GAO20211004t162512p0000-F,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",966,,,,,,
GAO20211004t164425p0000-A,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",970,,,,,,
GAO20211004t164425p0000-B,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",971,,,,,,
GAO20211004t165923p0000-A,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",974,,,,,,
GAO20211004t164425p0000-D,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",973,,,,,,
GAO20211004t160945p0000-L,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-L/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-L/s2_-7.tif,0.0,0.0,"B09,B10",958,,,,,,
GAO20211004t162512p0000-E,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",965,,,,,,
GAO20211004t164425p0000-C,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t164425p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",972,,,,,,
GAO20211004t165923p0000-C,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",976,,,,,,
GAO20211004t160945p0000-B,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",948,,,,,,
GAO20211004t165923p0000-B,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",975,,,,,,
GAO20211004t160945p0000-D,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",950,,,,,,
GAO20211004t160945p0000-A,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",947,,,,,,
GAO20211004t162512p0000-A,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t162512p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",961,,,,,,
GAO20211004t165923p0000-D,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",977,,,,,,
GAO20211004t171803p0000-D,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",982,,,,,,
GAO20211004t171803p0000-B,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",980,,,,,,
GAO20211004t165923p0000-E,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t165923p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",978,,,,,,
GAO20211004t171803p0000-F,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",984,,,,,,
GAO20211004t171803p0000-E,1,S2A_MSIL2A_20210929T172121_N0500_R012_T13SGR_20230126T223057.SAFE,T13SGR,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",983,,,,,,
GAO20211004t171803p0000-A,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",979,,,,,,
GAO20211004t171803p0000-C,1,S2A_MSIL2A_20210929T172121_N0500_R012_T14SKA_20230126T223057.SAFE,T14SKA,20210929T172121,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t171803p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",981,,,,,,
GAO20211004t173359p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",986,,,,,,
GAO20211004t173359p0000-C,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",987,,,,,,
GAO20211004t173359p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",985,,,,,,
GAO20211004t173359p0000-D,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",988,,,,,,
GAO20211004t173359p0000-F,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",990,,,,,,
GAO20211004t173359p0000-E,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",989,,,,,,
GAO20211004t173359p0001-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0001-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0001-A/s2_-7.tif,0.0,0.0,"B09,B10",994,,,,,,
GAO20211004t175313p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",995,,,,,,
GAO20211004t173359p0000-G,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-G/s2_-7.tif,0.0,0.0,"B09,B10",991,,,,,,
GAO20211004t173359p0000-H,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",992,,,,,,
GAO20211004t173359p0000-I,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-I/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t173359p0000-I/s2_-7.tif,0.0,0.0,"B09,B10",993,,,,,,
GAO20211004t175313p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",996,,,,,,
GAO20211004t175313p0000-D,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",998,,,,,,
GAO20211004t175313p0000-E,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",999,,,,,,
GAO20211004t175313p0000-C,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t175313p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",997,,,,,,
GAO20211004t182134p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t182134p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t182134p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1002,,,,,,
GAO20211004t181533p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t181533p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t181533p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1001,,,,,,
GAO20211004t180834p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t180834p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t180834p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1000,,,,,,
GAO20211004t182815p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t182815p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t182815p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1003,,,,,,
GAO20211004t184019p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t184019p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t184019p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1006,,,,,,
GAO20211004t183356p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t183356p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t183356p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1004,,,,,,
GAO20211004t183356p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t183356p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t183356p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1005,,,,,,
GAO20211004t184611p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t184611p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t184611p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1008,,,,,,
GAO20211004t184611p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t184611p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t184611p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1007,,,,,,
GAO20211004t185212p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t185212p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t185212p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1010,,,,,,
GAO20211004t184611p0000-C,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t184611p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t184611p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1009,,,,,,
GAO20211004t160945p0000-N,1,S2A_MSIL2A_20211002T173141_N0500_R055_T13SGS_20230109T113211.SAFE,T13SGS,20211002T173141,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-N/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t160945p0000-N/s2_-7.tif,115.0,0.0,"B09,B10",960,,,,,,
GAO20211004t185746p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1012,,,,,,
GAO20211004t185212p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t185212p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t185212p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1011,,,,,,
GAO20211004t185746p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1013,,,,,,
GAO20211004t190434p0000-A,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1016,,,,,,
GAO20211004t185746p0000-C,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1014,,,,,,
GAO20211004t185746p0000-D,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t185746p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1015,,,,,,
GAO20211004t190434p0000-B,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1017,,,,,,
GAO20211004t190434p0000-D,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1019,,,,,,
GAO20211004t190434p0000-C,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1018,,,,,,
GAO20211004t190434p0000-E,1,S2B_MSIL2A_20211004T172059_N0500_R012_T13SGR_20230112T024856.SAFE,T13SGR,20211004T172059,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20211004t190434p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1020,,,,,,
