plume_id,ok,reason,event_datetime,lat,lon,s2_path,s2_minus7_id,s2_minus7_product_name,s2_minus7_datetime,raw_dir_exists,crop_ok,crop_reason,bug,s2_t0_std_512,s2_minus7_std_512,s2_minus90_std_512,s2_minus360_std_512
GAO20210726t175738p0000-P,1,,2021-07-26T17:57:38+00:00,31.708571,-101.78113,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t175738p0000-P/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t175738p0000-P/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t175738p0000-P/s2_-7_std_512.tif,,
GAO20210726t181423p0000-A,1,,2021-07-26T18:14:23+00:00,32.417004,-101.86631,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-A/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-A/s2_-7_std_512.tif,,
GAO20210726t181423p0000-D,1,,2021-07-26T18:14:23+00:00,32.3070018,-101.84446,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-D/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-D/s2_-7_std_512.tif,,
GAO20210726t181423p0000-G,1,,2021-07-26T18:14:23+00:00,32.132992,-101.82823,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-G/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-G/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-G/s2_-7_std_512.tif,,
GAO20210726t181423p0000-F,1,,2021-07-26T18:14:23+00:00,32.1351505,-101.82999,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-F/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-F/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-F/s2_-7_std_512.tif,,
GAO20210726t181423p0000-H,1,,2021-07-26T18:14:23+00:00,32.1005046,-101.84138,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-H/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-H/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-H/s2_-7_std_512.tif,,
GAO20210726t181423p0000-J,1,,2021-07-26T18:14:23+00:00,32.0905485,-101.82452,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-J/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-J/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-J/s2_-7_std_512.tif,,
GAO20210726t181423p0000-I,1,,2021-07-26T18:14:23+00:00,32.09191,-101.83789,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-I/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-I/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-I/s2_-7_std_512.tif,,
GAO20210726t181423p0000-O,1,,2021-07-26T18:14:23+00:00,31.8318209,-101.79674,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-O/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-O/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-O/s2_-7_std_512.tif,,
GAO20210726t181423p0000-K,1,,2021-07-26T18:14:23+00:00,32.0379427,-101.83968,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-K/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-K/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-K/s2_-7_std_512.tif,,
GAO20210726t181423p0000-L,1,,2021-07-26T18:14:23+00:00,32.015646,-101.83247,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-L/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-L/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-L/s2_-7_std_512.tif,,
GAO20210726t181423p0000-P,1,,2021-07-26T18:14:23+00:00,31.7597958,-101.80758,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-P/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-P/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-P/s2_-7_std_512.tif,,
GAO20210726t181423p0000-M,1,,2021-07-26T18:14:23+00:00,32.012091,-101.82347,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-M/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-M/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-M/s2_-7_std_512.tif,,
GAO20210726t181423p0000-N,1,,2021-07-26T18:14:23+00:00,31.864046,-101.82386,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-N/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-N/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-N/s2_-7_std_512.tif,,
GAO20210726t181423p0000-Q,1,,2021-07-26T18:14:23+00:00,31.749762,-101.8021,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-Q/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-Q/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-Q/s2_-7_std_512.tif,,
GAO20210726t181423p0000-T,1,,2021-07-26T18:14:23+00:00,31.7329926,-101.7888,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-T/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-T/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-T/s2_-7_std_512.tif,,
GAO20210726t181423p0000-U,1,,2021-07-26T18:14:23+00:00,31.7204383,-101.78809,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-U/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-U/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-U/s2_-7_std_512.tif,,
GAO20210726t181423p0000-R,1,,2021-07-26T18:14:23+00:00,31.738575,-101.7995,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-R/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-R/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-R/s2_-7_std_512.tif,,
GAO20210726t181423p0000-S,1,,2021-07-26T18:14:23+00:00,31.735585,-101.80146,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-S/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-S/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-S/s2_-7_std_512.tif,,
GAO20210726t183229p0000-A,1,,2021-07-26T18:32:29+00:00,32.121631,-101.86934,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-A/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-A/s2_-7_std_512.tif,,
GAO20210726t183229p0000-B,1,,2021-07-26T18:32:29+00:00,32.100419,-101.84141,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-B/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-B/s2_-7_std_512.tif,,
GAO20210726t181423p0000-V,1,,2021-07-26T18:14:23+00:00,31.626864,-101.78214,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t181423p0000-V/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-V/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t181423p0000-V/s2_-7_std_512.tif,,
GAO20210726t183229p0000-G,1,,2021-07-26T18:32:29+00:00,31.86407,-101.8239,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-G/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-G/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-G/s2_-7_std_512.tif,,
GAO20210726t183229p0000-C,1,,2021-07-26T18:32:29+00:00,32.0375432,-101.83993,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-C/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-C/s2_-7_std_512.tif,,
GAO20210726t183229p0000-D,1,,2021-07-26T18:32:29+00:00,32.015605,-101.8325,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-D/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-D/s2_-7_std_512.tif,,
GAO20210726t183229p0000-E,1,,2021-07-26T18:32:29+00:00,31.870576,-101.8414,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-E/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-E/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-E/s2_-7_std_512.tif,,
GAO20210726t184922p0000-C,1,,2021-07-26T18:49:22+00:00,32.3775481,-101.90975,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-C/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-C/s2_-7_std_512.tif,,
GAO20210726t184922p0000-B,1,,2021-07-26T18:49:22+00:00,32.376466,-101.90935,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-B/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-B/s2_-7_std_512.tif,,
GAO20210726t184922p0000-A,1,,2021-07-26T18:49:22+00:00,32.432315,-101.91287,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-A/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-A/s2_-7_std_512.tif,,
GAO20210726t184922p0000-F,1,,2021-07-26T18:49:22+00:00,32.1205265,-101.8897,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-F/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-F/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-F/s2_-7_std_512.tif,,
GAO20210726t183229p0000-F,1,,2021-07-26T18:32:29+00:00,31.863283,-101.84441,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t183229p0000-F/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-F/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t183229p0000-F/s2_-7_std_512.tif,,
GAO20210726t184922p0000-G,1,,2021-07-26T18:49:22+00:00,31.863262,-101.84414,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-G/s2.tif,03679410-fc8b-4b7b-92e6-deedd564f95f,S2B_MSIL2A_20210726T171859_N0500_R012_T13SGR_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-G/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-G/s2_-7_std_512.tif,,
GAO20210726t184922p0000-D,1,,2021-07-26T18:49:22+00:00,32.241741,-101.90272,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-D/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-D/s2_-7_std_512.tif,,
GAO20210726t190710p0000-A,1,,2021-07-26T19:07:10+00:00,32.382789,-101.93351,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t190710p0000-A/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t190710p0000-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t190710p0000-A/s2_-7_std_512.tif,,
GAO20210726t184922p0000-H,1,,2021-07-26T18:49:22+00:00,31.8587593,-101.86174,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t184922p0000-H/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-H/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t184922p0000-H/s2_-7_std_512.tif,,
GAO20210726t190710p0000-C,1,,2021-07-26T19:07:10+00:00,32.243737,-101.90541,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20210726t190710p0000-C/s2.tif,415bd0c8-b92b-45be-a059-e49567380390,S2B_MSIL2A_20210726T171859_N0500_R012_T14SKA_20230220T144233.SAFE,2021-07-26T17:18:59.024000+00:00,1.0,1,m90 missing; m360 missing,m90 missing; m360 missing,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t190710p0000-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/GAO20210726t190710p0000-C/s2_-7_std_512.tif,,
