plume_id,datetime,lat,lon,matched_safe,matched_sensing_time,matched_jp2
GAO20220929t174523p0000-A,2022-09-29T17:45:23+00:00,33.713605,-86.858072,S2A_MSIL2A_20220929T163101_N0510_R083_T16SEC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SEC_20240721T161406.SAFE/T16SEC_20220929T163101_B11_20m.jp2
GAO20220929t181024p0000-A,2022-09-29T18:10:24+00:00,33.709166,-87.05738,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE/T16SDC_20220929T163101_B11_20m.jp2
GAO20220929t181443p0000-A,2022-09-29T18:14:43+00:00,33.709807,-87.059915,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE/T16SDC_20220929T163101_B11_20m.jp2
GAO20220929t181853p0000-A,2022-09-29T18:18:53+00:00,33.709229,-87.058397,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE/T16SDC_20220929T163101_B11_20m.jp2
GAO20220929t182304p0000-A,2022-09-29T18:23:04+00:00,33.709405,-87.057328,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE/T16SDC_20220929T163101_B11_20m.jp2
GAO20220929t182657p0000-A,2022-09-29T18:26:57+00:00,33.709447,-87.057456,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE/T16SDC_20220929T163101_B11_20m.jp2
GAO20220929t183855p0000-A,2022-09-29T18:38:55+00:00,33.709489,-87.057469,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDC_20240721T161406.SAFE/T16SDC_20220929T163101_B11_20m.jp2
GAO20220929t190534p0000-A,2022-09-29T19:05:34+00:00,33.242003,-87.651474,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDB_20240721T161406.SAFE/T16SDB_20220929T163101_B11_20m.jp2
GAO20220929t191658p0000-A,2022-09-29T19:16:58+00:00,33.242111,-87.652196,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDB_20240721T161406.SAFE/T16SDB_20220929T163101_B11_20m.jp2
GAO20220929t192117p0000-A,2022-09-29T19:21:17+00:00,33.241872,-87.65211,S2A_MSIL2A_20220929T163101_N0510_R083_T16SDB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SDB_20240721T161406.SAFE/T16SDB_20220929T163101_B11_20m.jp2
GAO20220929t193845p0000-A,2022-09-29T19:38:45+00:00,33.181809,-86.696896,S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE/T16SEB_20220929T163101_B11_20m.jp2
GAO20220929t194331p0000-A,2022-09-29T19:43:31+00:00,33.181924,-86.697087,S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE/T16SEB_20220929T163101_B11_20m.jp2
GAO20220929t194731p0000-A,2022-09-29T19:47:31+00:00,33.182065,-86.696982,S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE/T16SEB_20220929T163101_B11_20m.jp2
GAO20220929t195146p0000-A,2022-09-29T19:51:46+00:00,33.18204,-86.696942,S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE,2022-09-29T16:31:01+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2A_MSIL2A_20220929T163101_N0510_R083_T16SEB_20240721T161406.SAFE/T16SEB_20220929T163101_B11_20m.jp2
GAO20221005t151743p0000-A,2022-10-05T15:17:43+00:00,43.211151,-78.974016,S2B_MSIL2A_20221005T160119_N0510_R097_T17TPH_20240801T092321.SAFE,2022-10-05T16:01:19+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221005T160119_N0510_R097_T17TPH_20240801T092321.SAFE/T17TPH_20221005T160119_B11_20m.jp2
GAO20221005t154150p0000-A,2022-10-05T15:41:50+00:00,42.828112,-78.054981,S2B_MSIL2A_20221005T160119_N0510_R097_T17TQH_20240801T092321.SAFE,2022-10-05T16:01:19+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221005T160119_N0510_R097_T17TQH_20240801T092321.SAFE/T17TQH_20221005T160119_B11_20m.jp2
GAO20221005t162241p0000-A,2022-10-05T16:22:41+00:00,42.853732,-77.079132,S2B_MSIL2A_20221005T160119_N0510_R097_T18TUN_20240801T092321.SAFE,2022-10-05T16:01:19+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221005T160119_N0510_R097_T18TUN_20240801T092321.SAFE/T18TUN_20221005T160119_B11_20m.jp2
GAO20221017t170651p0000-A,2022-10-17T17:06:51+00:00,39.542006,-107.571471,,,
GAO20221017t171332p0000-A,2022-10-17T17:13:32+00:00,39.542007,-107.571386,,,
GAO20221017t174200p0000-A,2022-10-17T17:42:00+00:00,39.50782,-107.643971,,,
GAO20221017t183750p0000-A,2022-10-17T18:37:50+00:00,39.527277,-107.931722,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221017t184522p0000-B,2022-10-17T18:45:22+00:00,39.50698,-107.906215,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221017t184522p0000-C,2022-10-17T18:45:22+00:00,39.538137,-107.875544,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221017t185010p0000-A,2022-10-17T18:50:10+00:00,39.506917,-107.906179,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221017t194542p0000-A,2022-10-17T19:45:42+00:00,39.36991,-108.088619,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221017t194542p0000-B,2022-10-17T19:45:42+00:00,39.421511,-108.012853,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221017t195345p0000-A,2022-10-17T19:53:45+00:00,39.411042,-108.070728,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t180920p0000-A,2022-10-18T18:09:20+00:00,39.369669,-108.088541,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t180920p0000-B,2022-10-18T18:09:20+00:00,39.421286,-108.013075,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t181524p0000-A,2022-10-18T18:15:24+00:00,39.369902,-108.08856,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t181524p0000-B,2022-10-18T18:15:24+00:00,39.421376,-108.012957,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t185139p0000-A,2022-10-18T18:51:39+00:00,39.671084,-108.160572,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t193659p0000-A,2022-10-18T19:36:59+00:00,39.571443,-108.267081,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t194542p0000-A,2022-10-18T19:45:42+00:00,39.544662,-108.284817,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t195451p0000-A,2022-10-18T19:54:51+00:00,39.501114,-108.323428,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t200411p0000-A,2022-10-18T20:04:11+00:00,39.501146,-108.323426,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221018t203814p0000-A,2022-10-18T20:38:14+00:00,38.880605,-107.462572,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221019t165851p0000-A,2022-10-19T16:58:51+00:00,39.369885,-108.0886,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221019t165851p0000-B,2022-10-19T16:58:51+00:00,39.421314,-108.012884,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221019t171811p0000-A,2022-10-19T17:18:11+00:00,39.542076,-107.571487,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221019t172428p0000-A,2022-10-19T17:24:28+00:00,39.542119,-107.571483,S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE,2022-10-18T17:53:29+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221018T175329_N0510_R141_T13SBD_20240728T072035.SAFE/T13SBD_20221018T175329_B11_20m.jp2
GAO20221019t181501p0000-A,2022-10-19T18:15:01+00:00,39.484506,-107.717167,,,
GAO20221019t182737p0000-A,2022-10-19T18:27:37+00:00,39.456978,-107.756259,,,
GAO20221019t183331p0000-A,2022-10-19T18:33:31+00:00,39.478996,-107.774172,,,
GAO20221019t190443p0000-A,2022-10-19T19:04:43+00:00,39.538134,-107.875543,,,
GAO20221019t193849p0000-A,2022-10-19T19:38:49+00:00,39.421255,-108.013048,,,
GAO20221019t193849p0000-B,2022-10-19T19:38:49+00:00,39.369905,-108.088618,,,
GAO20221019t194651p0000-A,2022-10-19T19:46:51+00:00,39.410686,-108.071008,,,
GAO20221019t205436p0000-A,2022-10-19T20:54:36+00:00,38.88061,-107.462533,,,
GAO20221020t175800p0000-A,2022-10-20T17:58:00+00:00,39.421244,-108.012993,,,
GAO20221020t185539p0000-A,2022-10-20T18:55:39+00:00,39.536595,-108.236377,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221020t190520p0000-A,2022-10-20T19:05:20+00:00,39.537032,-108.236285,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221020t200626p0000-A,2022-10-20T20:06:26+00:00,39.421353,-108.012759,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221020t202758p0000-A,2022-10-20T20:27:58+00:00,38.880552,-107.462574,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221021t170920p0000-A,2022-10-21T17:09:20+00:00,39.542095,-107.571487,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221021t171634p0000-A,2022-10-21T17:16:34+00:00,39.542113,-107.57151,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221021t194451p0000-A,2022-10-21T19:44:51+00:00,39.410739,-108.07089,S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE,2022-10-21T18:03:59+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20221021T180359_N0510_R041_T13SBD_20240721T233704.SAFE/T13SBD_20221021T180359_B11_20m.jp2
GAO20221026t201707p0000-A,2022-10-26T20:17:07+00:00,40.368757,-105.031984,,,
GAO20221026t204021p0000-A,2022-10-26T20:40:21+00:00,40.328451,-104.759135,,,
GAO20230415t173943p0000-C,2023-04-15T17:39:43+00:00,33.029092444245805,-96.95175375344596,,,
GAO20230415t173943p0000-D,2023-04-15T17:39:43+00:00,33.027878827482255,-96.94842675363763,,,
GAO20230415t174538p0000-A,2023-04-15T17:45:38+00:00,33.19450416763746,-97.07720220903572,,,
GAO20230415t181132p0000-C,2023-04-15T18:11:32+00:00,33.57958495885687,-96.53387182878753,,,
GAO20230415t182957p0000-A,2023-04-15T18:29:57+00:00,33.29648172236671,-96.51216145150774,,,
GAO20230415t182957p0000-B,2023-04-15T18:29:57+00:00,33.297384547574495,-96.52822134662372,,,
GAO20230415t184932p0000-A,2023-04-15T18:49:32+00:00,32.679664997519964,-96.72837820545618,,,
GAO20230416t161204p0000-C,2023-04-16T16:12:04+00:00,29.94903762684672,-95.23230985798732,,,
GAO20230416t161956p0000-A,2023-04-16T16:19:56+00:00,29.83143898052718,-95.24934636907712,,,
GAO20230416t161956p0000-B,2023-04-16T16:19:56+00:00,29.82472462368269,-95.23573014390868,,,
GAO20230416t161956p0000-D,2023-04-16T16:19:56+00:00,29.823793558370213,-95.23805190055197,,,
GAO20230416t163842p0000-A,2023-04-16T16:38:42+00:00,29.424397616477407,-95.18965979319424,,,
GAO20230416t163842p0000-B,2023-04-16T16:38:42+00:00,29.42665261768433,-95.1847640125422,,,
GAO20230416t165032p0000-A,2023-04-16T16:50:32+00:00,29.08820555351916,-95.36024339067394,,,
GAO20230416t165032p0000-B,2023-04-16T16:50:32+00:00,29.0313499850908,-95.36835123740964,,,
GAO20230416t165704p0000-A,2023-04-16T16:57:04+00:00,29.08919326201213,-95.3582343689075,,,
GAO20230416t165704p0000-D,2023-04-16T16:57:04+00:00,29.03142320202022,-95.36834153388344,,,
GAO20230416t165704p0000-E,2023-04-16T16:57:04+00:00,29.0904492133363,-95.36012876707665,,,
GAO20230416t170751p0000-A,2023-04-16T17:07:51+00:00,29.393047311701338,-95.716452537312,,,
GAO20230416t170751p0000-C,2023-04-16T17:07:51+00:00,29.400247446994328,-95.71413436490737,,,
GAO20230416t171733p0000-A,2023-04-16T17:17:33+00:00,29.569154089948952,-95.45088610028364,,,
GAO20230416t171733p0000-F,2023-04-16T17:17:33+00:00,29.568793541625936,-95.45196690897316,,,
GAO20230416t171733p0000-G,2023-04-16T17:17:33+00:00,29.56070005555013,-95.46919610656356,,,
GAO20230416t172444p0000-A,2023-04-16T17:24:44+00:00,29.824776437728545,-95.23604846141134,,,
GAO20230416t173251p0000-B,2023-04-16T17:32:51+00:00,29.94980228610818,-95.2340847407164,,,
GAO20230416t175529p0000-A,2023-04-16T17:55:29+00:00,29.950462827234603,-95.23572169677284,,,
GAO20230416t180245p0000-B,2023-04-16T18:02:45+00:00,29.82410660850008,-95.2350763071239,,,
GAO20230416t181106p0000-A,2023-04-16T18:11:06+00:00,29.67835258379669,-94.91776379419215,,,
GAO20230416t182119p0000-A,2023-04-16T18:21:19+00:00,29.422609074814744,-95.19349152202297,,,
GAO20230416t182119p0000-C,2023-04-16T18:21:19+00:00,29.42634396597996,-95.18497149517596,,,
GAO20230416t183303p0000-A,2023-04-16T18:33:03+00:00,29.031370195760545,-95.36835196436512,,,
GAO20230416t183303p0000-B,2023-04-16T18:33:03+00:00,29.08750523677544,-95.3601414598336,,,
GAO20230416t183819p0000-B,2023-04-16T18:38:19+00:00,29.0314094503498,-95.3683802130128,,,
GAO20230416t183819p0000-C,2023-04-16T18:38:19+00:00,29.08963706916529,-95.35915393786152,,,
GAO20230416t183819p0000-D,2023-04-16T18:38:19+00:00,29.087592133239013,-95.3620111459282,,,
GAO20230416t184913p0000-A,2023-04-16T18:49:13+00:00,29.393485896200787,-95.71584748041734,,,
GAO20230416t184913p0000-B,2023-04-16T18:49:13+00:00,29.400244394525828,-95.71409503911462,,,
GAO20230416t185829p0000-A,2023-04-16T18:58:29+00:00,29.56807191895801,-95.4486487105089,,,
GAO20230416t185829p0000-B,2023-04-16T18:58:29+00:00,29.568830152428617,-95.45191480559927,,,
GAO20230416t185829p0000-C,2023-04-16T18:58:29+00:00,29.572406009178025,-95.45214913892772,,,
GAO20230416t185829p0000-D,2023-04-16T18:58:29+00:00,29.560693944700983,-95.46928236972614,,,
GAO20230417t154911p0000-A,2023-04-17T15:49:11+00:00,32.6492017397629,-97.2373639397632,,,
GAO20230417t162736p0000-A,2023-04-17T16:27:36+00:00,33.02927464394611,-96.95182807647608,,,
GAO20230417t162736p0000-B,2023-04-17T16:27:36+00:00,33.01939784874104,-96.95438575871285,,,
GAO20230417t162736p0000-E,2023-04-17T16:27:36+00:00,33.027992575625674,-96.94862891495352,,,
GAO20230417t163301p0000-A,2023-04-17T16:33:01+00:00,33.189685327284835,-97.0816491293418,,,
GAO20230417t164331p0000-A,2023-04-17T16:43:31+00:00,33.29720772323428,-96.51203805427944,,,
GAO20230417t164331p0000-B,2023-04-17T16:43:31+00:00,33.29577764586213,-96.51539842495532,,,
GAO20230417t164331p0000-C,2023-04-17T16:43:31+00:00,33.293138287118,-96.51413723468195,,,
GAO20230417t173336p0000-A,2023-04-17T17:33:36+00:00,32.96205713251503,-96.54664575211268,,,
GAO20230417t174226p0000-A,2023-04-17T17:42:26+00:00,32.687205059795616,-96.70861858181824,,,
GAO20230417t174226p0000-B,2023-04-17T17:42:26+00:00,32.68043265906137,-96.72903570850012,,,
GAO20230417t174226p0000-C,2023-04-17T17:42:26+00:00,32.54969861901499,-96.67568678165728,,,
GAO20230417t174226p0000-E,2023-04-17T17:42:26+00:00,32.68281258903836,-96.70942994160838,,,
GAO20230417t182306p0000-C,2023-04-17T18:23:06+00:00,32.35343201099286,-97.19925353085884,,,
GAO20230417t191356p0000-E,2023-04-17T19:13:56+00:00,33.027956362468856,-96.948638324063,,,
GAO20230417t191946p0000-A,2023-04-17T19:19:46+00:00,33.19035440162398,-97.08244449702336,,,
GAO20230417t194226p0000-A,2023-04-17T19:42:26+00:00,33.297691649834846,-96.51612460767709,,,
GAO20230417t195856p0000-A,2023-04-17T19:58:56+00:00,32.68329729533042,-96.70786269416922,,,
GAO20230417t195856p0000-B,2023-04-17T19:58:56+00:00,32.68653957433098,-96.7099893093709,,,
GAO20230417t195856p0000-E,2023-04-17T19:58:56+00:00,32.55201164578838,-96.677513631221,,,
GAO20230418t160528p0000-A,2023-04-18T16:05:28+00:00,35.09117701734144,-93.20545847907228,S2B_MSIL2A_20230418T164849_N0510_R026_T15SVU_20240905T225303.SAFE,2023-04-18T16:48:49+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2/S2B_MSIL2A_20230418T164849_N0510_R026_T15SVU_20240905T225303.SAFE/T15SVU_20230418T164849_B11_20m.jp2
