plume_id,lat,lon,matched_safe,tile,sensing_time,matched_jp2,out_tif,missing_bands
GAO20220428t154635p0000-A,33.486778,-87.094031,S2B_MSIL2A_20220427T162829_N0510_R083_T16SDC_20240617T191543.SAFE,T16SDC,20220427T162829,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220427T162829_N0510_R083_T16SDC_20240617T191543.SAFE/T16SDC_20220427T162829_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220428t154635p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220506t194111p0000-A,30.000539,-90.397601,S2B_MSIL2A_20220507T162829_N0510_R083_T15RYP_20240618T155356.SAFE,T15RYP,20220507T162829,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220507T162829_N0510_R083_T15RYP_20240618T155356.SAFE/T15RYP_20220507T162829_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220506t194111p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220506t195745p0000-A,29.931254,-90.253337,S2B_MSIL2A_20220507T162829_N0510_R083_T15RYP_20240618T155356.SAFE,T15RYP,20220507T162829,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220507T162829_N0510_R083_T15RYP_20240618T155356.SAFE/T15RYP_20220507T162829_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220506t195745p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220506t200303p0000-A,29.931278,-90.253223,S2B_MSIL2A_20220507T162829_N0510_R083_T15RYP_20240618T155356.SAFE,T15RYP,20220507T162829,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220507T162829_N0510_R083_T15RYP_20240618T155356.SAFE/T15RYP_20220507T162829_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220506t200303p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220604t155514p0000-A,36.56926,-100.860348,S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE,T14SLF,20220604T172859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE/T14SLF_20220604T172859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220604t155514p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220604t160920p0000-A,36.569226,-100.860494,S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE,T14SLF,20220604T172859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE/T14SLF_20220604T172859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220604t160920p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220604t160920p0000-B,36.904094,-100.871547,S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE,T14SLF,20220604T172859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE/T14SLF_20220604T172859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220604t160920p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220604t162146p0000-A,36.840584,-100.888024,S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE,T14SLF,20220604T172859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220604T172859_N0510_R055_T14SLF_20240630T010117.SAFE/T14SLF_20220604T172859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220604t162146p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220610t172458p0000-A,36.029663,-100.474992,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220610t172458p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220610t172458p0000-B,35.788574,-100.48075,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220610t172458p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220610t181816p0001-A,36.164736,-100.415373,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLF_20240630T132020.SAFE,T14SLF,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLF_20240630T132020.SAFE/T14SLF_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220610t181816p0001-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220610t183846p0000-A,35.697454,-100.384898,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220610t183846p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220610t183846p0000-B,35.463029,-100.396199,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220610t183846p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t190238p0000-A,35.836569,-100.289019,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t190238p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t192100p0000-A,35.836482,-100.289103,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t192100p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t192100p0000-B,35.717587,-100.280557,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t192100p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t192100p0000-C,35.705303,-100.275892,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t192100p0000-C/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t192100p0000-D,35.604353,-100.268252,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t192100p0000-D/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t195629p0000-A,35.700477,-100.215435,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t195629p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t195629p0000-B,35.648685,-100.215367,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t195629p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t201306p0000-A,35.935048,-100.208098,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t201306p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t201306p0000-B,35.700449,-100.21527,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t201306p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t204811p0000-A,35.606775,-100.149876,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t204811p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t204811p0000-B,35.576729,-100.17722,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t204811p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t210529p0000-B,35.810388,-100.144724,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t210529p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t210529p0000-C,35.606735,-100.150184,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t210529p0000-C/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t212224p0000-A,35.561436,-100.133549,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t212224p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t214026p0000-A,35.698895,-100.087326,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t214026p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220611t215709p0000-A,35.522858,-100.066684,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220611t215709p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220612t165031p0000-C,35.755967,-100.054922,S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE,T14SLE,20220611T171859,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220611T171859_N0510_R012_T14SLE_20240630T132020.SAFE/T14SLE_20220611T171859_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220612t165031p0000-C/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220615t194322p0000-A,35.592242,-99.420147,S2A_MSIL2A_20220616T171911_N0510_R012_T14SME_20240628T061425.SAFE,T14SME,20220616T171911,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220616T171911_N0510_R012_T14SME_20240628T061425.SAFE/T14SME_20220616T171911_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220615t194322p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220616t174630p0000-A,35.681604,-99.28327,S2A_MSIL2A_20220616T171911_N0510_R012_T14SME_20240628T061425.SAFE,T14SME,20220616T171911,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220616T171911_N0510_R012_T14SME_20240628T061425.SAFE/T14SME_20220616T171911_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220616t174630p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220616t191233p0000-A,35.592285,-99.420149,S2A_MSIL2A_20220616T171911_N0510_R012_T14SME_20240628T061425.SAFE,T14SME,20220616T171911,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220616T171911_N0510_R012_T14SME_20240628T061425.SAFE/T14SME_20220616T171911_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220616t191233p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220622t170229p0000-C,47.801108,-102.918084,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220622t170229p0000-C/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220622t172613p0000-A,47.82073313,-102.5174108,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220622t172613p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220622t174336p0000-A,47.8488558,-103.3433163,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220622t174336p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220622t180720p0000-A,47.858815,-103.189847,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220622t180720p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220622t180720p0000-B,47.84968859,-102.6358059,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220622t180720p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t152012p0000-A,48.170835,-102.81675,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t152012p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t152012p0000-B,48.169786,-102.506458,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t152012p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t160011p0000-A,48.111472,-103.046494,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t160011p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t160011p0000-B,48.109791,-102.858867,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t160011p0000-B/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t160011p0000-C,48.110136,-102.837535,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t160011p0000-C/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t160011p0000-D,48.110693,-102.577569,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t160011p0000-D/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t162343p0000-A,48.109993,-102.83738,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t162343p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t164048p0000-A,48.077002,-102.774256,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t164048p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220623t172333p0001-A,48.03979,-103.464203,S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE,T13UFP,20220622T173921,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2A_MSIL2A_20220622T173921_N0510_R098_T13UFP_20240626T193759.SAFE/T13UFP_20220622T173921_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220623t172333p0001-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220627t150152p0000-A,47.875255,-102.689158,S2B_MSIL2A_20220627T173909_N0510_R098_T13UFP_20240625T215411.SAFE,T13UFP,20220627T173909,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220627T173909_N0510_R098_T13UFP_20240625T215411.SAFE/T13UFP_20220627T173909_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220627t150152p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
GAO20220627t163654p0000-A,47.972826,-103.203271,S2B_MSIL2A_20220627T173909_N0510_R098_T13UFP_20240625T215411.SAFE,T13UFP,20220627T173909,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s2/S2B_MSIL2A_20220627T173909_N0510_R098_T13UFP_20240625T215411.SAFE/T13UFP_20220627T173909_B11_20m.jp2,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_recut_512_georef/GAO20220627t163654p0000-A/s2_recut_12x512_georef.tif,"B09,B10"
