plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,s2_path
GAO20230906t180335p0000-B,41.59758062179685,-107.86792033818172,2023-09-06T18:03:35+00,Oil & Gas (1B2),CH4,mf,"[-107.87046473745413, 41.59611343862123, -107.86558788780462, 41.59976045405901]",GAO,production,2023-10-13 20:43:54.817827+00:00,2025-03-25 22:57:48.172954+00:00,v1,,,,,133.80405683231768,73.37197901402313,5.58984375,0.5107421875,212.8039592348892,10.520534109870162,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-B/GAO20230906t180335p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-B/GAO20230906t180335p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/06/GAO20230906t180335p0000-B/GAO20230906t180335p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-B/GAO20230906t180335p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-B/GAO20230906t180335p0000-B_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230906t180335p0000-B/s2.tif
GAO20230906t180335p0000-C,41.55132367432989,-107.87100244259896,2023-09-06T18:03:35+00,Oil & Gas (1B2),CH4,mf,"[-107.87329220329862, 41.550023326422625, -107.86833470105621, 41.55370186066187]",GAO,production,2023-10-13 20:44:09.212863+00:00,2025-03-25 22:47:48.190913+00:00,v1,,,,,252.90111836070835,77.71216352132758,5.43359375,0.505859375,211.59225635537223,9.674159619030998,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-C/GAO20230906t180335p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-C/GAO20230906t180335p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/06/GAO20230906t180335p0000-C/GAO20230906t180335p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-C/GAO20230906t180335p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-C/GAO20230906t180335p0000-C_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230906t180335p0000-C/s2.tif
GAO20230906t180335p0000-D,41.62945905332566,-107.88383579090686,2023-09-06T18:03:35+00,Oil & Gas (1B2),CH4,mf,"[-107.88605981391328, 41.62844294473378, -107.88109635588707, 41.63212142694831]",GAO,production,2023-10-16 19:39:53.004464+00:00,2025-03-25 22:58:44.639695+00:00,v1,,,,,111.46967043427298,96.31952165773328,5.68359375,0.47900390625,213.2304089259081,10.5754951213961,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-D/GAO20230906t180335p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-D/GAO20230906t180335p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/06/GAO20230906t180335p0000-D/GAO20230906t180335p0000-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-D/GAO20230906t180335p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180335p0000-D/GAO20230906t180335p0000-D_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230906t180335p0000-D/s2.tif
GAO20230906t180920p0000-A,41.629398651985696,-107.88395882295534,2023-09-06T18:09:20+00,Oil & Gas (1B2),CH4,mf,"[-107.8858946566695, 41.62854057846662, -107.88101540958522, 41.63218755284342]",GAO,production,2023-10-24 21:02:51.271180+00:00,2025-03-25 22:57:51.393242+00:00,v1,,,,,582.0871874088302,198.18436925652023,5.68359375,0.47900390625,213.2304089259081,10.5754951213961,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180920p0000-A/GAO20230906t180920p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180920p0000-A/GAO20230906t180920p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/06/GAO20230906t180920p0000-A/GAO20230906t180920p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180920p0000-A/GAO20230906t180920p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t180920p0000-A/GAO20230906t180920p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230906t180920p0000-A/s2.tif
GAO20230906t181957p0000-A,41.61029456262872,-107.94216911353358,2023-09-06T18:19:57+00,Oil & Gas (1B2),CH4,mf,"[-107.94373794151977, 41.608949542011544, -107.93890227867148, 41.612596476827285]",GAO,production,2023-10-24 21:03:22.068065+00:00,2025-03-25 22:57:54.992666+00:00,v1,,,,,269.53335864091247,70.18845095653732,5.4765625,0.444580078125,209.32911415502355,12.466876241430567,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t181957p0000-A/GAO20230906t181957p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t181957p0000-A/GAO20230906t181957p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/06/GAO20230906t181957p0000-A/GAO20230906t181957p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t181957p0000-A/GAO20230906t181957p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t181957p0000-A/GAO20230906t181957p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230906t181957p0000-A/s2.tif
GAO20230906t182441p0000-A,41.61031202459776,-107.94224909551102,2023-09-06T18:24:41+00,Oil & Gas (1B2),CH4,mf,"[-107.9437566632964, 41.60932954083719, -107.93879482238454, 41.61300791467026]",GAO,production,2023-10-24 21:03:22.044862+00:00,2025-03-25 22:57:56.579908+00:00,v1,,,,,123.34489060446224,29.134205937262607,5.4765625,0.444580078125,209.32911415502355,12.466876241430567,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t182441p0000-A/GAO20230906t182441p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t182441p0000-A/GAO20230906t182441p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/06/GAO20230906t182441p0000-A/GAO20230906t182441p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t182441p0000-A/GAO20230906t182441p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/06/GAO20230906t182441p0000-A/GAO20230906t182441p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230906t182441p0000-A/s2.tif
GAO20230908t162430p0000-A,39.84949265132076,-104.7577782249329,2023-09-08T16:24:30+00,Solid Waste (6A),CH4,mf,"[-104.76135509771102, 39.8471503679303, -104.75539913917352, 39.851722941516144]",GAO,production,2023-10-23 23:51:44.185339+00:00,2025-03-25 22:46:44.754248+00:00,v1,,,,,191.64542599916925,124.32262035196804,1.4775390625,0.77001953125,235.52159188608016,24.212620363527325,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-A/GAO20230908t162430p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-A/GAO20230908t162430p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t162430p0000-A/GAO20230908t162430p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-A/GAO20230908t162430p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-A/GAO20230908t162430p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t162430p0000-A/s2.tif
GAO20230908t162430p0000-B,39.85432605150882,-104.75643581232627,2023-09-08T16:24:30+00,Solid Waste (6A),CH4,mf,"[-104.76029203834253, 39.85027750538063, -104.74869548141581, 39.85913939181955]",GAO,production,2023-10-23 23:51:44.203880+00:00,2025-03-25 22:46:46.608371+00:00,v1,,,,,471.9481723335571,252.6413196426376,1.4775390625,0.77001953125,235.52159188608016,24.212620363527325,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-B/GAO20230908t162430p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-B/GAO20230908t162430p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t162430p0000-B/GAO20230908t162430p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-B/GAO20230908t162430p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162430p0000-B/GAO20230908t162430p0000-B_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t162430p0000-B/s2.tif
GAO20230908t162824p0000-A,39.66303366270597,-104.68980101732734,2023-09-08T16:28:24+00,Solid Waste (6A),CH4,mf,"[-104.69296052449201, 39.66080320575952, -104.68696784455342, 39.66541643471119]",GAO,production,2023-10-23 23:50:43.089788+00:00,2025-03-25 23:02:21.565429+00:00,v1,,,,,107.93049204810028,62.20410219400165,2.798828125,0.84033203125,225.6793985751185,23.63885472734862,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162824p0000-A/GAO20230908t162824p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162824p0000-A/GAO20230908t162824p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t162824p0000-A/GAO20230908t162824p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162824p0000-A/GAO20230908t162824p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t162824p0000-A/GAO20230908t162824p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t162824p0000-A/s2.tif
GAO20230908t171620p0000-A,40.02253831322571,-105.0152322361206,2023-09-08T17:16:20+00,Solid Waste (6A),CH4,mf,"[-105.01730457519432, 40.02036102441105, -105.01006547274189, 40.02590461945744]",GAO,production,2023-10-24 21:01:21.356251+00:00,2025-03-25 22:47:00.478743+00:00,v1,,,,,121.21585396410369,129.57703977514748,0.724609375,0.59326171875,131.4309532927242,51.93411022833839,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t171620p0000-A/GAO20230908t171620p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t171620p0000-A/GAO20230908t171620p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/09/08/GAO20230908t171620p0000-A/GAO20230908t171620p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t171620p0000-A/GAO20230908t171620p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t171620p0000-A/GAO20230908t171620p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t171620p0000-A/s2.tif
GAO20230908t172524p0000-A,40.022407587008246,-105.01527069230508,2023-09-08T17:25:24+00,Solid Waste (6A),CH4,mf,"[-105.02094352172595, 40.02096776477043, -105.01433846747413, 40.02602578832381]",GAO,production,2023-10-24 21:01:21.437081+00:00,2025-03-25 23:02:53.980856+00:00,v1,,,,,,,0.724609375,0.59326171875,131.4309532927242,51.93411022833839,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t172524p0000-A/GAO20230908t172524p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t172524p0000-A/GAO20230908t172524p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t172524p0000-A/GAO20230908t172524p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t172524p0000-A/GAO20230908t172524p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t172524p0000-A/GAO20230908t172524p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t172524p0000-A/s2.tif
GAO20230908t174809p0000-A,40.06517005436544,-104.7411788348706,2023-09-08T17:48:09+00,Oil & Gas (1B2),CH4,mf,"[-104.74440379735178, 40.06309402150804, -104.73842926619359, 40.0677068547833]",GAO,production,2023-10-13 20:42:24.383114+00:00,2025-03-25 23:02:24.931556+00:00,v1,,,,,88.31869272615336,27.191704356948613,1.8203125,0.12939453125,190.0322724666068,7.900357245212052,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t174809p0000-A/GAO20230908t174809p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t174809p0000-A/GAO20230908t174809p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t174809p0000-A/GAO20230908t174809p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t174809p0000-A/GAO20230908t174809p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t174809p0000-A/GAO20230908t174809p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t174809p0000-A/s2.tif
GAO20230908t182415p0000-A,40.108668007054575,-104.90505584413202,2023-09-08T18:24:15+00,Livestock (4B),CH4,mf,"[-104.90839796850425, 40.1063568950607, -104.9024196808893, 40.11096969606291]",GAO,production,2023-10-24 20:50:00.174377+00:00,2025-03-25 23:03:22.134860+00:00,v1,,,,,335.8657809356296,204.612648562211,1.3583984375,0.7080078125,172.29656249317912,29.10859017488239,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-A/GAO20230908t182415p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-A/GAO20230908t182415p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-A/GAO20230908t182415p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-A/GAO20230908t182415p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t182415p0000-A/s2.tif
GAO20230908t182415p0000-B,40.11418750788431,-104.86209813252238,2023-09-08T18:24:15+00,Oil & Gas (1B2),CH4,mf,"[-104.86588195248338, 40.11235629548726, -104.85990313573808, 40.11696909785056]",GAO,production,2023-10-23 23:00:49.659460+00:00,2025-03-25 22:36:07.345993+00:00,v1,,,,,209.5057254529825,140.4798208110316,1.595703125,0.607421875,182.33576942302628,26.598812750807184,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-B/GAO20230908t182415p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-B/GAO20230908t182415p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t182415p0000-B/GAO20230908t182415p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-B/GAO20230908t182415p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t182415p0000-B/GAO20230908t182415p0000-B_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t182415p0000-B/s2.tif
GAO20230908t183311p0000-A,40.10913495228854,-104.36214014098294,2023-09-08T18:33:11+00,Livestock (4B),CH4,mf,"[-104.36698582508437, 40.10624714974595, -104.3569864575364, 40.11385428651739]",GAO,production,2023-10-24 16:24:42.273094+00:00,2025-03-25 23:03:21.382424+00:00,v1,,,,,106.63099086236195,48.3821192361986,2.666015625,0.470703125,158.64994015414203,18.67104011188689,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183311p0000-A/GAO20230908t183311p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183311p0000-A/GAO20230908t183311p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183311p0000-A/GAO20230908t183311p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183311p0000-A/GAO20230908t183311p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t183311p0000-A/s2.tif
GAO20230908t183719p0000-A,40.12868268964951,-104.4465580101678,2023-09-08T18:37:19+00,Other,CH4,mf,"[-104.44986943515502, 40.12750623684242, -104.44288366473468, 40.13280696944959]",GAO,production,2023-10-24 16:22:16.944661+00:00,2025-03-25 23:03:04.456621+00:00,v1,,,,,,,2.716796875,0.374755859375,162.96712514358865,12.29772573220054,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-A/GAO20230908t183719p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-A/GAO20230908t183719p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t183719p0000-A/GAO20230908t183719p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-A/GAO20230908t183719p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-A/GAO20230908t183719p0000-A_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t183719p0000-A/s2.tif
GAO20230908t183719p0000-B,40.12923918927348,-104.44597471002298,2023-09-08T18:37:19+00,Other,CH4,mf,"[-104.44986943515502, 40.12750623684242, -104.44288366473468, 40.13280696944959]",GAO,production,2023-10-24 16:22:16.969051+00:00,2025-03-25 23:03:07.526352+00:00,v1,,,,,559.0012174786729,119.51244060735972,2.716796875,0.374755859375,162.96712514358865,12.29772573220054,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-B/GAO20230908t183719p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-B/GAO20230908t183719p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t183719p0000-B/GAO20230908t183719p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-B/GAO20230908t183719p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-B/GAO20230908t183719p0000-B_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t183719p0000-B/s2.tif
GAO20230908t183719p0000-C,40.12607207244639,-104.35083033602578,2023-09-08T18:37:19+00,Oil & Gas (1B2),CH4,mf,"[-104.3535617491101, 40.12445346117611, -104.3475290392477, 40.12902573347848]",GAO,production,2023-10-11 20:13:44.212675+00:00,2025-03-25 22:37:54.090314+00:00,v1,,,,,95.0521579732028,84.8065750699512,2.90234375,0.5126953125,161.82987132602486,15.197300249411088,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-C/GAO20230908t183719p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-C/GAO20230908t183719p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/09/08/GAO20230908t183719p0000-C/GAO20230908t183719p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-C/GAO20230908t183719p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/09/08/GAO20230908t183719p0000-C/GAO20230908t183719p0000-C_l3a-vis-ch4-mf-v002_rgb.png,carbon_mapper_data/CM_S2_L2A/GAO20230908t183719p0000-C/s2.tif
