nm/Band,Pan,Coastal (MS7),Blue (MS4),Green (MS3),Yellow (MS6),Red (MS2),Red Edge (MS5),NIR1 (MS1),NIR2 (MS8),SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8,,Inputs:,
851,3.65E-05,3.50E-05,0.000263922,3.10E-06,5.49E-06,1.30E-05,8.19E-06,0.769188719,0.005617093,0,0,0,0,0,0,0,0,,,
852,3.35E-05,2.24E-05,0.000307,3.20E-06,4.51E-06,9.90E-06,8.51E-06,0.762665521,0.006264531,0,0,0,0,0,0,0,0,,,
853,3.41E-05,2.65E-05,0.000303626,4.62E-06,4.24E-06,1.58E-05,1.00E-05,0.754386385,0.008002568,0,0,0,0,0,0,0,0,,,
854,3.28E-05,2.77E-05,0.000290971,3.52E-06,3.82E-06,5.61E-06,6.89E-06,0.746087952,0.010012277,0,0,0,0,0,0,0,0,,,
855,2.59E-05,2.39E-05,0.000274452,2.22E-06,3.73E-06,2.68E-06,4.35E-06,0.740032098,0.01549856,0,0,0,0,0,0,0,0,,,
856,3.23E-05,2.36E-05,0.000210676,2.12E-06,3.79E-06,6.06E-06,6.61E-06,0.734342281,0.021831264,0,0,0,0,0,0,0,0,,,
857,2.78E-05,1.27E-05,0.000147495,2.35E-06,3.61E-06,9.41E-06,7.75E-06,0.728287415,0.040846024,0,0,0,0,0,0,0,0,,,
858,2.67E-05,1.83E-05,0.00014953,2.22E-06,3.50E-06,1.10E-05,7.00E-06,0.722291256,0.062855857,0,0,0,0,0,0,0,0,,,
859,2.28E-05,2.05E-05,0.000137448,4.44E-06,4.38E-06,8.51E-06,6.57E-06,0.716169401,0.126096163,0,0,0,0,0,0,0,0,,,
860,2.14E-05,2.01E-05,0.000128274,4.40E-06,5.84E-06,9.49E-06,5.20E-06,0.71006423,0.19874434,0,0,0,0,0,0,0,0,,,
861,2.83E-05,1.88E-05,0.000102763,3.48E-06,7.17E-06,7.52E-06,6.08E-06,0.703132775,0.337751117,0,0,0,0,0,0,0,0,,,
862,2.81E-05,1.07E-05,8.10E-05,3.19E-06,1.05E-05,1.07E-05,7.17E-06,0.696030398,0.491628472,0,0,0,0,0,0,0,0,,,
863,2.17E-05,8.91E-06,6.73E-05,2.89E-06,1.49E-05,4.33E-06,7.48E-06,0.689069566,0.652625175,0,0,0,0,0,0,0,0,,,
864,1.84E-05,1.07E-05,5.41E-05,3.37E-06,1.96E-05,3.03E-06,5.46E-06,0.682176645,0.815397837,0,0,0,0,0,0,0,0,,,
865,1.77E-05,9.54E-06,4.31E-05,3.07E-06,2.59E-05,1.57E-06,5.30E-06,0.674009367,0.899596237,0,0,0,0,0,0,0,0,,,
866,1.86E-05,1.65E-05,4.09E-05,2.34E-06,2.70E-05,1.04E-06,7.21E-06,0.665702422,0.967753727,0,0,0,0,0,0,0,0,,,
867,1.61E-05,1.75E-05,5.90E-05,2.59E-06,2.72E-05,7.79E-06,5.08E-06,0.659268184,0.988618746,0,0,0,0,0,0,0,0,,,
868,1.65E-05,1.48E-05,5.72E-05,2.12E-06,2.07E-05,3.68E-06,4.50E-06,0.652958891,0.999739318,0,0,0,0,0,0,0,0,,,
869,2.04E-05,9.52E-06,4.89E-05,1.67E-06,1.58E-05,2.86E-06,5.41E-06,0.647777704,1,0,0,0,0,0,0,0,0,,,
870,2.07E-05,9.72E-06,3.77E-05,2.27E-06,9.83E-06,3.06E-06,3.41E-06,0.642743364,0.998070037,0,0,0,0,0,0,0,0,,,
871,1.86E-05,1.50E-05,2.91E-05,1.93E-06,6.06E-06,6.24E-06,6.68E-06,0.63752125,0.990193842,0,0,0,0,0,0,0,0,,,
872,1.71E-05,7.70E-06,2.13E-05,2.09E-06,4.24E-06,2.59E-06,5.14E-06,0.632306238,0.981270692,0,0,0,0,0,0,0,0,,,
873,1.33E-05,6.78E-06,9.57E-06,1.94E-06,3.78E-06,4.28E-06,4.64E-06,0.628128552,0.97210846,0,0,0,0,0,0,0,0,,,
874,1.35E-05,8.31E-06,6.82E-06,1.25E-06,3.38E-06,4.31E-06,4.68E-06,0.624251684,0.963075535,0,0,0,0,0,0,0,0,,,
875,1.50E-05,1.01E-05,7.48E-06,2.07E-06,2.67E-06,2.05E-06,5.49E-06,0.620292094,0.953808407,0,0,0,0,0,0,0,0,,,
876,1.47E-05,1.01E-05,9.48E-06,1.98E-06,3.03E-06,1.56E-06,3.54E-06,0.616324499,0.944506797,0,0,0,0,0,0,0,0,,,
877,1.32E-05,1.23E-05,1.28E-05,1.92E-06,3.70E-06,2.48E-06,4.63E-06,0.613678489,0.937201134,0,0,0,0,0,0,0,0,,,
878,1.23E-05,8.62E-06,1.08E-05,1.97E-06,4.87E-06,1.68E-06,4.17E-06,0.611282046,0.930266522,0,0,0,0,0,0,0,0,,,
879,1.04E-05,8.15E-06,1.38E-05,2.03E-06,8.03E-06,3.67E-06,3.62E-06,0.608434924,0.92199656,0,0,0,0,0,0,0,0,,,
880,1.14E-05,8.00E-06,1.11E-05,2.15E-06,1.18E-05,2.34E-06,3.58E-06,0.605475958,0.91344681,0,0,0,0,0,0,0,0,,,
881,1.36E-05,1.00E-05,1.42E-05,1.90E-06,1.59E-05,2.36E-06,3.75E-06,0.603687312,0.905877551,0,0,0,0,0,0,0,0,,,
882,1.35E-05,1.00E-05,1.13E-05,1.57E-06,1.71E-05,3.74E-06,3.23E-06,0.60198,0.898293639,0,0,0,0,0,0,0,0,,,
883,1.17E-05,8.40E-06,1.16E-05,1.20E-06,1.54E-05,3.02E-06,3.72E-06,0.601491811,0.890060479,0,0,0,0,0,0,0,0,,,
884,1.31E-05,9.86E-06,9.74E-06,1.96E-06,9.95E-06,2.25E-06,3.17E-06,0.601234532,0.881786956,0,0,0,0,0,0,0,0,,,
885,1.29E-05,8.48E-06,9.85E-06,1.29E-06,5.68E-06,2.67E-06,3.46E-06,0.601968887,0.872957295,0,0,0,0,0,0,0,0,,,
886,1.14E-05,8.12E-06,1.02E-05,1.55E-06,2.77E-06,1.71E-06,3.53E-06,0.602780094,0.863933154,0,0,0,0,0,0,0,0,,,
887,1.06E-05,9.08E-06,1.03E-05,1.18E-06,1.25E-06,4.05E-06,4.23E-06,0.602766593,0.85664619,0,0,0,0,0,0,0,0,,,
888,8.23E-06,9.50E-06,1.28E-05,1.62E-06,4.77E-07,7.47E-07,3.48E-06,0.602571641,0.849480755,0,0,0,0,0,0,0,0,,,
889,8.29E-06,8.63E-06,1.34E-05,1.65E-06,4.81E-07,4.44E-06,2.43E-06,0.58573802,0.843880992,0,0,0,0,0,0,0,0,,,
890,9.35E-06,8.88E-06,1.41E-05,1.19E-06,1.72E-07,2.11E-06,1.94E-06,0.566363943,0.83819805,0,0,0,0,0,0,0,0,,,
891,7.89E-06,5.01E-06,1.40E-05,1.85E-06,3.74E-07,2.53E-06,2.36E-06,0.507605848,0.829887126,0,0,0,0,0,0,0,0,,,
892,8.38E-06,9.30E-06,1.26E-05,1.38E-06,2.55E-07,6.11E-07,2.17E-06,0.444187802,0.821783694,0,0,0,0,0,0,0,0,,,
893,9.99E-06,3.76E-06,1.42E-05,1.75E-06,1.15E-07,3.38E-06,2.05E-06,0.359508694,0.815845486,0,0,0,0,0,0,0,0,,,
894,8.46E-06,4.96E-06,1.30E-05,1.36E-06,1.90E-07,3.10E-06,3.05E-06,0.271898993,0.810016012,0,0,0,0,0,0,0,0,,,
895,7.07E-06,4.89E-06,1.53E-05,9.48E-07,1.97E-07,4.44E-06,3.54E-06,0.203919717,0.80473368,0,0,0,0,0,0,0,0,,,
896,7.61E-06,6.32E-06,1.44E-05,1.02E-06,2.73E-07,2.97E-06,2.78E-06,0.137966552,0.799471199,0,0,0,0,0,0,0,0,,,
897,7.37E-06,7.60E-06,1.36E-05,5.13E-07,2.30E-07,2.03E-06,2.97E-06,0.099835622,0.79413417,0,0,0,0,0,0,0,0,,,
898,7.54E-06,5.26E-06,1.12E-05,8.13E-07,1.09E-07,1.30E-06,1.96E-06,0.064686101,0.78874613,0,0,0,0,0,0,0,0,,,
899,8.25E-06,6.82E-06,1.17E-05,9.64E-07,2.84E-07,1.09E-06,2.33E-06,0.046838374,0.78068301,0,0,0,0,0,0,0,0,,,
900,7.08E-06,3.66E-06,9.67E-06,9.41E-07,3.71E-07,1.11E-06,2.38E-06,0.03085715,0.772646239,0,0,0,0,0,0,0,0,,,
901,5.77E-06,4.33E-06,1.15E-05,8.11E-07,1.85E-07,1.90E-06,2.75E-06,0.022734075,0.767188234,0,0,0,0,0,0,0,0,,,
902,7.28E-06,5.89E-06,1.08E-05,7.26E-07,1.81E-07,1.58E-06,2.23E-06,0.015344094,0.761696811,0,0,0,0,0,0,0,0,,,
903,6.53E-06,7.03E-06,1.10E-05,4.95E-07,3.35E-07,8.58E-07,2.92E-06,0.011578394,0.753675093,0,0,0,0,0,0,0,0,,,
904,5.18E-06,2.16E-06,1.34E-05,7.66E-07,1.78E-07,1.85E-06,2.09E-06,0.008162623,0.745645237,0,0,0,0,0,0,0,0,,,
905,6.55E-06,3.95E-06,1.17E-05,9.20E-07,7.05E-08,3.25E-07,1.97E-06,0.006324192,0.74031327,0,0,0,0,0,0,0,0,,,
906,5.98E-06,3.41E-06,1.27E-05,8.26E-07,9.42E-08,2.04E-07,1.91E-06,0.004615367,0.734926317,0,0,0,0,0,0,0,0,,,
907,4.99E-06,2.82E-06,1.21E-05,8.45E-07,2.04E-07,6.15E-07,2.34E-06,0.003737571,0.731632992,0,0,0,0,0,0,0,0,,,
908,5.42E-06,5.12E-06,1.17E-05,5.64E-07,3.83E-07,1.44E-06,2.08E-06,0.002925381,0.728547406,0,0,0,0,0,0,0,0,,,
909,5.85E-06,1.24E-06,9.91E-06,4.47E-07,3.37E-07,9.63E-07,1.85E-06,0.002478403,0.723808663,0,0,0,0,0,0,0,0,,,
910,5.41E-06,2.83E-06,8.16E-06,3.34E-07,2.99E-07,7.87E-07,2.09E-06,0.002059533,0.719083379,0,0,0,0,0,0,0,0,,,
911,4.72E-06,1.56E-06,8.82E-06,9.78E-07,4.08E-07,1.66E-06,1.70E-06,0.00179387,0.713936805,0,0,0,0,0,0,0,0,,,
912,3.79E-06,9.17E-07,6.97E-06,1.01E-06,5.58E-07,9.34E-07,1.46E-06,0.001539323,0.708865183,0,0,0,0,0,0,0,0,,,
913,4.14E-06,1.17E-06,5.02E-06,7.80E-07,1.15E-06,6.29E-07,1.35E-06,0.001387593,0.703297739,0,0,0,0,0,0,0,0,,,
914,4.76E-06,2.94E-06,5.62E-06,4.62E-07,1.24E-06,8.53E-07,1.10E-06,0.001197619,0.697733089,0,0,0,0,0,0,0,0,,,
915,3.99E-06,3.01E-06,4.85E-06,4.40E-07,1.97E-06,1.92E-06,1.50E-06,0.001029416,0.692819736,0,0,0,0,0,0,0,0,,,
916,4.76E-06,2.70E-06,4.41E-06,5.19E-07,1.97E-06,5.69E-07,1.68E-06,0.000821834,0.687894424,0,0,0,0,0,0,0,0,,,
917,5.00E-06,2.26E-06,3.54E-06,3.09E-07,1.07E-06,5.43E-07,1.43E-06,0.000722138,0.68269282,0,0,0,0,0,0,0,0,,,
918,4.18E-06,2.41E-06,4.11E-06,4.65E-07,1.12E-06,6.11E-07,1.41E-06,0.000611626,0.677476574,0,0,0,0,0,0,0,0,,,
919,3.99E-06,2.22E-06,4.55E-06,2.89E-07,8.30E-07,1.27E-06,1.53E-06,0.000498036,0.672759503,0,0,0,0,0,0,0,0,,,
920,3.02E-06,1.44E-06,3.95E-06,2.52E-07,7.25E-07,8.13E-07,1.28E-06,0.000376012,0.668021109,0,0,0,0,0,0,0,0,,,
921,2.54E-06,3.02E-06,3.75E-06,5.52E-07,5.77E-07,2.15E-06,1.05E-06,0.000335654,0.663617647,0,0,0,0,0,0,0,0,,,
922,2.95E-06,2.13E-06,3.49E-06,5.22E-07,3.94E-07,4.80E-07,1.27E-06,0.000254532,0.659147292,0,0,0,0,0,0,0,0,,,
923,3.60E-06,8.54E-07,4.73E-06,4.84E-07,3.28E-07,1.09E-06,1.19E-06,0.000204411,0.654425341,0,0,0,0,0,0,0,0,,,
924,3.35E-06,9.65E-07,4.41E-06,5.33E-07,3.87E-07,2.50E-07,1.30E-06,0.000162031,0.649648216,0,0,0,0,0,0,0,0,,,
925,3.13E-06,1.86E-06,3.96E-06,4.35E-07,4.22E-07,1.37E-06,1.06E-06,0.000133456,0.643876862,0,0,0,0,0,0,0,0,,,
926,3.01E-06,1.34E-06,3.81E-06,3.20E-07,3.37E-07,2.09E-07,1.20E-06,0.000112143,0.638110429,0,0,0,0,0,0,0,0,,,
927,2.58E-06,1.80E-06,3.68E-06,4.13E-07,3.76E-07,1.07E-06,1.28E-06,9.09E-05,0.632962852,0,0,0,0,0,0,0,0,,,
928,2.81E-06,1.61E-06,4.58E-06,3.59E-07,5.24E-07,6.29E-07,7.22E-07,7.22E-05,0.627790412,0,0,0,0,0,0,0,0,,,
929,2.88E-06,1.44E-06,3.88E-06,3.40E-07,8.06E-07,1.12E-06,1.07E-06,5.99E-05,0.622372345,0,0,0,0,0,0,0,0,,,
930,2.61E-06,7.70E-07,4.06E-06,3.03E-07,1.08E-06,8.78E-07,8.38E-07,4.40E-05,0.616993361,0,0,0,0,0,0,0,0,,,
931,2.56E-06,1.53E-06,3.03E-06,2.05E-07,3.72E-06,3.77E-07,7.57E-07,4.06E-05,0.60971257,0,0,0,0,0,0,0,0,,,
932,2.20E-06,1.24E-06,2.56E-06,1.57E-07,1.21E-05,4.14E-07,7.60E-07,3.45E-05,0.602489737,0,0,0,0,0,0,0,0,,,
933,2.06E-06,7.47E-07,2.84E-06,1.85E-07,2.09E-05,1.60E-06,6.60E-07,3.27E-05,0.597424878,0,0,0,0,0,0,0,0,,,
934,2.33E-06,1.67E-06,2.10E-06,1.77E-07,1.01E-05,6.53E-07,1.01E-06,2.60E-05,0.592301994,0,0,0,0,0,0,0,0,,,
935,2.73E-06,1.69E-06,2.06E-06,3.99E-07,3.95E-06,3.32E-07,6.10E-07,2.31E-05,0.586386828,0,0,0,0,0,0,0,0,,,
936,2.61E-06,1.05E-06,1.97E-06,3.31E-07,1.13E-06,1.68E-07,4.18E-07,1.96E-05,0.580435706,0,0,0,0,0,0,0,0,,,
937,2.45E-06,1.93E-06,2.04E-06,3.15E-07,5.49E-07,1.69E-07,5.62E-07,1.95E-05,0.574946142,0,0,0,0,0,0,0,0,,,
938,2.68E-06,1.50E-06,2.83E-06,2.50E-07,1.47E-07,1.60E-07,7.84E-07,1.64E-05,0.56944702,0,0,0,0,0,0,0,0,,,
939,2.41E-06,1.75E-06,2.59E-06,2.36E-07,3.20E-07,2.12E-07,7.31E-07,1.54E-05,0.561919073,0,0,0,0,0,0,0,0,,,
940,2.25E-06,1.99E-06,1.87E-06,2.01E-07,3.98E-07,2.35E-07,7.49E-07,1.48E-05,0.554386028,0,0,0,0,0,0,0,0,,,
941,2.44E-06,1.37E-06,1.79E-06,4.23E-07,4.04E-08,2.41E-07,5.71E-07,1.34E-05,0.548732841,0,0,0,0,0,0,0,0,,,
942,2.26E-06,4.47E-07,1.98E-06,4.11E-07,8.13E-08,8.54E-08,8.13E-07,1.05E-05,0.543067735,0,0,0,0,0,0,0,0,,,
943,1.86E-06,1.38E-06,1.76E-06,3.58E-07,7.27E-08,4.57E-07,6.84E-07,1.05E-05,0.538009756,0,0,0,0,0,0,0,0,,,
944,2.03E-06,1.17E-06,1.41E-06,3.02E-07,3.54E-07,2.07E-07,7.53E-07,1.02E-05,0.532929771,0,0,0,0,0,0,0,0,,,
945,1.65E-06,9.96E-07,1.88E-06,4.05E-07,3.94E-08,2.27E-07,4.92E-07,1.02E-05,0.526753561,0,0,0,0,0,0,0,0,,,
946,1.72E-06,5.98E-07,1.69E-06,3.04E-07,2.77E-07,4.11E-07,6.70E-07,8.91E-06,0.520608915,0,0,0,0,0,0,0,0,,,
947,2.22E-06,6.16E-07,2.16E-06,3.71E-07,2.13E-07,5.66E-07,6.00E-07,8.71E-06,0.513554485,0,0,0,0,0,0,0,0,,,
948,1.84E-06,9.03E-07,1.97E-06,3.56E-07,3.49E-07,6.39E-07,5.05E-07,7.91E-06,0.506489307,0,0,0,0,0,0,0,0,,,
949,1.68E-06,1.34E-06,2.02E-06,4.62E-07,5.21E-08,2.39E-07,6.76E-07,8.70E-06,0.499649123,0,0,0,0,0,0,0,0,,,
950,1.79E-06,1.75E-06,1.74E-06,3.78E-07,3.64E-08,1.19E-07,7.31E-07,7.78E-06,0.492845774,0,0,0,0,0,0,0,0,,,
951,1.90E-06,1.24E-06,1.56E-06,3.79E-07,1.32E-07,3.25E-07,6.13E-07,8.13E-06,0.485664115,0,0,0,0,0,0,0,0,,,
952,2.15E-06,1.39E-06,2.13E-06,3.21E-07,1.15E-07,1.79E-07,7.90E-07,7.02E-06,0.478510598,0,0,0,0,0,0,0,0,,,
953,2.19E-06,7.90E-07,1.20E-06,3.44E-07,7.93E-08,2.41E-07,6.59E-07,7.62E-06,0.473604771,0,0,0,0,0,0,0,0,,,
954,1.82E-06,3.50E-07,1.26E-06,2.11E-07,1.64E-07,4.78E-08,5.62E-07,6.11E-06,0.468632804,0,0,0,0,0,0,0,0,,,
955,1.58E-06,8.83E-07,2.21E-06,3.14E-07,1.32E-07,1.35E-07,5.30E-07,7.31E-06,0.461150457,0,0,0,0,0,0,0,0,,,
956,1.73E-06,1.04E-06,1.54E-06,2.71E-07,1.29E-07,3.50E-07,5.19E-07,6.96E-06,0.453682187,0,0,0,0,0,0,0,0,,,
957,1.32E-06,8.50E-07,1.14E-06,3.08E-07,1.43E-07,1.67E-07,5.62E-07,6.93E-06,0.447174174,0,0,0,0,0,0,0,0,,,
958,1.47E-06,8.30E-07,7.38E-07,3.63E-07,2.55E-07,5.73E-08,4.21E-07,6.22E-06,0.440694936,0,0,0,0,0,0,0,0,,,
959,1.69E-06,5.17E-07,7.37E-07,3.70E-07,1.39E-07,3.00E-07,4.00E-07,6.13E-06,0.43527492,0,0,0,0,0,0,0,0,,,
960,1.37E-06,1.60E-06,1.03E-06,3.94E-07,2.55E-07,3.68E-07,3.22E-07,5.98E-06,0.42974137,0,0,0,0,0,0,0,0,,,
961,1.36E-06,8.39E-07,8.30E-07,3.72E-07,3.88E-07,1.23E-07,4.02E-07,5.99E-06,0.422923869,0,0,0,0,0,0,0,0,,,
962,1.08E-06,4.22E-07,8.91E-07,2.00E-07,7.90E-07,2.16E-07,3.92E-07,4.92E-06,0.416145864,0,0,0,0,0,0,0,0,,,
963,9.81E-07,6.46E-07,1.01E-06,2.36E-07,2.12E-06,5.10E-08,3.32E-07,5.43E-06,0.410189399,0,0,0,0,0,0,0,0,,,
964,7.92E-07,9.54E-07,6.99E-07,2.72E-07,3.38E-06,5.55E-08,2.82E-07,5.29E-06,0.404116666,0,0,0,0,0,0,0,0,,,
965,1.23E-06,7.26E-07,4.13E-07,2.33E-07,3.23E-06,1.25E-07,3.80E-07,5.18E-06,0.397212678,0,0,0,0,0,0,0,0,,,
966,1.26E-06,7.48E-07,2.66E-07,1.88E-07,1.69E-06,2.37E-07,3.79E-07,4.47E-06,0.390319487,0,0,0,0,0,0,0,0,,,
967,1.19E-06,4.79E-07,5.85E-07,2.34E-07,1.11E-06,1.21E-07,3.05E-07,4.53E-06,0.384896176,0,0,0,0,0,0,0,0,,,
968,1.19E-06,2.61E-07,7.58E-07,2.30E-07,6.39E-07,1.78E-07,4.28E-07,4.39E-06,0.379448555,0,0,0,0,0,0,0,0,,,
969,8.41E-07,4.54E-07,5.71E-07,1.96E-07,4.30E-07,2.16E-07,4.10E-07,4.40E-06,0.373424132,0,0,0,0,0,0,0,0,,,
970,8.68E-07,6.33E-07,6.78E-07,1.88E-07,5.55E-07,3.95E-07,3.81E-07,4.24E-06,0.367367155,0,0,0,0,0,0,0,0,,,
971,1.02E-06,7.54E-07,5.19E-07,2.35E-07,5.04E-07,1.44E-07,3.49E-07,4.71E-06,0.360771877,0,0,0,0,0,0,0,0,,,
972,9.67E-07,8.85E-07,4.13E-07,3.11E-07,5.43E-07,4.90E-08,4.08E-07,4.63E-06,0.354271199,0,0,0,0,0,0,0,0,,,
973,7.81E-07,5.85E-07,2.68E-07,2.94E-07,8.36E-07,2.28E-07,3.35E-07,4.52E-06,0.348741836,0,0,0,0,0,0,0,0,,,
974,1.10E-06,4.61E-07,3.68E-07,2.51E-07,6.61E-06,2.46E-07,4.47E-07,3.82E-06,0.343172415,0,0,0,0,0,0,0,0,,,
975,1.04E-06,6.11E-07,3.81E-07,2.40E-07,8.28E-05,8.17E-08,3.43E-07,4.53E-06,0.336548358,0,0,0,0,0,0,0,0,,,
976,1.27E-06,4.40E-07,3.90E-07,2.41E-07,0.000317015,1.56E-07,3.47E-07,4.42E-06,0.330002327,0,0,0,0,0,0,0,0,,,
977,1.22E-06,2.20E-07,4.73E-07,2.06E-07,0.000212156,2.32E-07,4.06E-07,4.49E-06,0.324288812,0,0,0,0,0,0,0,0,,,
978,1.02E-06,5.14E-07,6.30E-07,6.76E-08,1.71E-05,1.38E-07,1.66E-07,4.75E-06,0.318605471,0,0,0,0,0,0,0,0,,,
979,8.88E-07,5.78E-07,3.25E-07,9.86E-08,7.07E-07,1.61E-07,2.65E-07,4.60E-06,0.313832559,0,0,0,0,0,0,0,0,,,
980,1.03E-06,5.63E-07,2.83E-07,2.02E-07,2.29E-07,6.07E-08,3.89E-07,4.53E-06,0.309051195,0,0,0,0,0,0,0,0,,,
981,1.05E-06,5.51E-07,3.54E-07,1.83E-07,1.82E-07,6.53E-08,4.04E-07,4.61E-06,0.303411483,0,0,0,0,0,0,0,0,,,
982,9.15E-07,5.60E-07,5.18E-07,1.83E-07,3.62E-08,1.64E-07,3.29E-07,4.22E-06,0.297800639,0,0,0,0,0,0,0,0,,,
983,8.36E-07,7.72E-07,2.52E-07,2.15E-07,3.45E-08,4.44E-08,3.13E-07,4.20E-06,0.293405121,0,0,0,0,0,0,0,0,,,
984,9.55E-07,2.03E-07,4.10E-07,2.41E-07,8.80E-08,9.24E-08,2.39E-07,2.29E-06,0.289010123,0,0,0,0,0,0,0,0,,,
985,9.30E-07,4.07E-07,2.25E-07,1.97E-07,7.50E-08,4.03E-08,2.64E-07,2.27E-06,0.284370783,0,0,0,0,0,0,0,0,,,
986,9.03E-07,5.10E-07,2.83E-07,2.50E-07,1.08E-07,1.00E-07,3.06E-07,2.54E-06,0.279793055,0,0,0,0,0,0,0,0,,,
987,1.03E-06,6.03E-07,4.65E-07,2.57E-07,8.84E-08,2.22E-07,3.14E-07,2.58E-06,0.27593112,0,0,0,0,0,0,0,0,,,
988,7.85E-07,6.44E-07,4.70E-07,2.06E-07,7.22E-08,1.10E-07,3.61E-07,4.04E-06,0.272020233,0,0,0,0,0,0,0,0,,,
989,9.02E-07,7.40E-07,3.20E-07,2.41E-07,6.21E-08,3.59E-08,2.71E-07,4.15E-06,0.267404666,0,0,0,0,0,0,0,0,,,
990,7.26E-07,5.61E-07,5.23E-07,1.93E-07,1.36E-07,1.16E-07,2.66E-07,4.48E-06,0.262824253,0,0,0,0,0,0,0,0,,,
991,7.01E-07,5.92E-07,5.39E-07,2.45E-07,7.68E-08,2.12E-07,2.96E-07,4.47E-06,0.258724552,0,0,0,0,0,0,0,0,,,
992,6.20E-07,4.95E-07,2.64E-07,2.39E-07,8.65E-08,1.94E-07,1.31E-07,3.68E-06,0.254619382,0,0,0,0,0,0,0,0,,,
993,7.18E-07,6.72E-07,3.44E-07,2.63E-07,7.38E-08,1.64E-07,1.63E-07,3.62E-06,0.249977522,0,0,0,0,0,0,0,0,,,
994,7.31E-07,3.98E-07,2.47E-07,1.93E-07,2.38E-08,5.93E-08,1.52E-07,3.72E-06,0.245325724,0,0,0,0,0,0,0,0,,,
995,5.78E-07,5.17E-07,3.39E-07,1.63E-07,2.79E-08,1.27E-07,3.06E-07,3.65E-06,0.241087831,0,0,0,0,0,0,0,0,,,
996,6.15E-07,6.45E-07,3.09E-07,1.57E-07,3.23E-08,2.85E-08,2.97E-07,2.92E-06,0.236832822,0,0,0,0,0,0,0,0,,,
997,7.23E-07,7.13E-07,3.35E-07,1.60E-07,3.04E-08,1.39E-07,2.97E-07,3.04E-06,0.232427783,0,0,0,0,0,0,0,0,,,
998,6.57E-07,6.94E-07,2.88E-07,1.64E-07,7.72E-09,2.25E-08,2.54E-07,3.36E-06,0.22816696,0,0,0,0,0,0,0,0,,,
999,7.04E-07,4.26E-07,2.40E-07,1.10E-07,4.87E-08,1.61E-07,2.67E-07,3.30E-06,0.225095147,0,0,0,0,0,0,0,0,,,
1000,6.03E-07,3.38E-07,2.27E-07,1.95E-07,4.72E-08,1.79E-07,1.88E-07,3.56E-06,0.221790872,0,0,0,0,0,0,0,0,,,
1001,6.50E-07,2.15E-07,2.57E-07,2.20E-07,6.51E-08,9.25E-08,2.12E-07,3.54E-06,0.216941431,0,0,0,0,0,0,0,0,,,
1002,5.05E-07,2.50E-07,3.91E-07,1.56E-07,6.59E-08,1.92E-07,3.01E-07,3.36E-06,0.212240573,0,0,0,0,0,0,0,0,,,
1003,5.06E-07,1.61E-07,3.30E-07,1.77E-07,5.64E-08,1.12E-07,2.19E-07,3.50E-06,0.208757168,0,0,0,0,0,0,0,0,,,
1004,6.37E-07,3.78E-07,2.13E-07,2.08E-07,2.28E-08,5.43E-08,1.82E-07,3.45E-06,0.205231467,0,0,0,0,0,0,0,0,,,
1005,6.32E-07,4.48E-07,3.00E-07,1.62E-07,4.93E-08,4.61E-08,2.75E-07,3.45E-06,0.201339971,0,0,0,0,0,0,0,0,,,
1006,5.73E-07,3.80E-07,2.34E-07,1.64E-07,2.77E-08,1.24E-07,2.19E-07,2.54E-06,0.197584814,0,0,0,0,0,0,0,0,,,
1007,5.35E-07,3.06E-07,3.04E-07,2.27E-07,6.94E-08,1.06E-07,1.83E-07,2.62E-06,0.194790217,0,0,0,0,0,0,0,0,,,
1008,6.44E-07,4.53E-07,1.88E-07,9.07E-08,3.89E-08,1.61E-07,2.04E-07,2.90E-06,0.191774977,0,0,0,0,0,0,0,0,,,
1009,5.22E-07,3.87E-07,1.38E-07,9.29E-08,4.98E-08,9.59E-08,1.95E-07,2.85E-06,0.187615533,0,0,0,0,0,0,0,0,,,
1010,4.07E-07,3.29E-07,1.21E-07,5.24E-08,3.97E-08,7.00E-08,2.14E-07,2.80E-06,0.183625711,0,0,0,0,0,0,0,0,,,
1011,4.81E-07,2.99E-07,1.12E-07,5.67E-08,4.86E-08,1.02E-07,1.69E-07,2.75E-06,0.18043744,0,0,0,0,0,0,0,0,,,
1012,5.40E-07,2.08E-07,1.60E-07,6.61E-08,3.86E-08,1.81E-08,1.63E-07,1.86E-06,0.177217231,0,0,0,0,0,0,0,0,,,
1013,5.18E-07,3.21E-07,1.92E-07,6.98E-08,4.37E-08,8.62E-08,2.01E-07,1.89E-06,0.173814805,0,0,0,0,0,0,0,0,,,
1014,5.37E-07,3.28E-07,2.22E-07,1.27E-07,3.01E-08,1.21E-07,1.38E-07,1.90E-06,0.170273635,0,0,0,0,0,0,0,0,,,
1015,5.10E-07,3.36E-07,1.98E-07,1.35E-07,3.74E-08,1.52E-07,1.42E-07,1.78E-06,0.166039843,0,0,0,0,0,0,0,0,,,
1016,4.36E-07,3.97E-07,1.77E-07,1.97E-07,3.06E-08,1.02E-07,1.68E-07,1.76E-06,0.161922206,0,0,0,0,0,0,0,0,,,
1017,4.56E-07,2.94E-07,2.20E-07,2.09E-07,5.50E-08,2.44E-08,1.30E-07,1.74E-06,0.158362255,0,0,0,0,0,0,0,0,,,
