nm/Band,Pan,Coastal (MS7),Blue (MS4),Green (MS3),Yellow (MS6),Red (MS2),Red Edge (MS5),NIR1 (MS1),NIR2 (MS8),SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8,,Inputs:,
511,0.61806892,2.42E-07,0.402312208,0.597531279,6.31E-07,4.44E-07,3.48E-08,7.03E-07,2.79E-07,0,0,0,0,0,0,0,0,,,
512,0.622159947,1.51E-07,0.29697785,0.666285788,6.02E-07,8.46E-07,4.01E-09,6.75E-07,7.13E-07,0,0,0,0,0,0,0,0,,,
513,0.625862813,8.97E-08,0.193127961,0.732923762,4.81E-07,5.86E-07,3.91E-08,6.36E-07,2.25E-07,0,0,0,0,0,0,0,0,,,
514,0.628643563,1.27E-07,0.140870666,0.751953948,4.32E-07,4.31E-07,2.54E-08,6.43E-07,4.68E-07,0,0,0,0,0,0,0,0,,,
515,0.629662441,5.51E-08,0.088883095,0.770193246,2.51E-07,4.45E-07,2.75E-08,6.54E-07,4.41E-07,0,0,0,0,0,0,0,0,,,
516,0.630748129,1.36E-07,0.064245956,0.770152272,2.36E-07,5.94E-07,2.59E-09,6.76E-07,1.76E-07,0,0,0,0,0,0,0,0,,,
517,0.631765405,3.05E-07,0.041109393,0.770933734,3.04E-07,5.33E-07,8.29E-09,8.50E-07,7.23E-08,0,0,0,0,0,0,0,0,,,
518,0.632781822,1.63E-07,0.028493528,0.789328151,3.35E-07,7.89E-07,4.43E-08,9.58E-07,3.09E-09,0,0,0,0,0,0,0,0,,,
519,0.634534788,1.68E-07,0.019209203,0.807333106,5.27E-07,1.07E-06,4.30E-09,1.05E-06,5.77E-08,0,0,0,0,0,0,0,0,,,
520,0.636876903,8.61E-08,0.009943564,0.808172447,6.71E-07,4.49E-07,3.83E-08,1.15E-06,9.17E-08,0,0,0,0,0,0,0,0,,,
521,0.639087478,2.71E-07,0.006878899,0.807974457,8.68E-07,3.79E-07,1.64E-08,1.20E-06,7.24E-07,0,0,0,0,0,0,0,0,,,
522,0.641233908,2.87E-07,0.004829249,0.793759158,7.75E-07,7.52E-07,1.29E-08,1.65E-06,3.41E-06,0,0,0,0,0,0,0,0,,,
523,0.642971558,1.88E-07,0.003332024,0.780798628,5.88E-07,3.63E-07,8.99E-11,1.80E-06,9.97E-06,0,0,0,0,0,0,0,0,,,
524,0.64680729,1.04E-07,0.002312819,0.795239026,5.09E-07,2.73E-07,7.02E-10,1.50E-06,1.07E-05,0,0,0,0,0,0,0,0,,,
525,0.653692807,9.43E-08,0.001575502,0.808500742,3.05E-07,2.69E-07,1.35E-08,1.15E-06,4.64E-06,0,0,0,0,0,0,0,0,,,
526,0.660592048,2.14E-07,0.00114202,0.810791514,3.09E-07,1.79E-07,7.79E-08,8.44E-07,8.05E-07,0,0,0,0,0,0,0,0,,,
527,0.668363948,4.19E-07,0.00084523,0.814255184,3.23E-07,2.32E-07,3.15E-07,7.74E-07,5.93E-07,0,0,0,0,0,0,0,0,,,
528,0.676168418,1.41E-07,0.0006362,0.819354425,1.56E-07,2.68E-07,1.03E-06,6.98E-07,8.78E-08,0,0,0,0,0,0,0,0,,,
529,0.68210813,2.17E-07,0.000490381,0.824768414,2.78E-07,9.77E-07,1.43E-06,6.93E-07,1.13E-07,0,0,0,0,0,0,0,0,,,
530,0.685313576,1.83E-07,0.0003893,0.835956599,2.17E-07,9.03E-07,1.06E-06,7.66E-07,9.06E-07,0,0,0,0,0,0,0,0,,,
531,0.688454036,2.15E-07,0.00031988,0.846066207,3.10E-07,6.19E-07,4.17E-07,7.66E-07,1.93E-07,0,0,0,0,0,0,0,0,,,
532,0.691602507,4.21E-07,0.000271506,0.844425864,2.88E-07,7.53E-07,1.32E-07,8.10E-07,1.17E-10,0,0,0,0,0,0,0,0,,,
533,0.69416517,2.34E-07,0.000233871,0.840135355,4.35E-07,1.44E-06,1.28E-07,7.77E-07,6.64E-08,0,0,0,0,0,0,0,0,,,
534,0.696557233,5.53E-07,0.000198599,0.815314461,5.95E-07,1.41E-06,2.01E-07,7.66E-07,8.09E-07,0,0,0,0,0,0,0,0,,,
535,0.699033515,9.26E-07,0.000161645,0.793518833,6.64E-07,5.50E-07,9.94E-07,7.41E-07,1.24E-06,0,0,0,0,0,0,0,0,,,
536,0.701514609,5.20E-07,0.000126943,0.798022508,8.33E-07,4.26E-07,1.90E-06,7.40E-07,1.48E-06,0,0,0,0,0,0,0,0,,,
537,0.704000532,2.95E-07,9.59E-05,0.804374153,9.08E-07,5.19E-07,1.64E-06,7.82E-07,2.50E-06,0,0,0,0,0,0,0,0,,,
538,0.70649127,7.86E-08,7.23E-05,0.828444666,9.29E-07,9.97E-07,5.33E-07,8.71E-07,2.69E-06,0,0,0,0,0,0,0,0,,,
539,0.709104868,3.24E-07,5.61E-05,0.851454698,9.26E-07,7.36E-07,4.27E-08,9.21E-07,1.55E-06,0,0,0,0,0,0,0,0,,,
540,0.711647763,1.81E-07,4.42E-05,0.86158226,9.06E-07,3.55E-07,3.56E-08,9.90E-07,7.33E-08,0,0,0,0,0,0,0,0,,,
541,0.713358033,2.36E-07,3.68E-05,0.870331747,9.17E-07,4.01E-07,3.47E-08,1.21E-06,7.83E-09,0,0,0,0,0,0,0,0,,,
542,0.715145339,3.67E-08,3.16E-05,0.87573564,8.90E-07,5.24E-07,1.99E-08,1.36E-06,1.41E-07,0,0,0,0,0,0,0,0,,,
543,0.717393588,6.54E-08,2.83E-05,0.880809555,9.56E-07,7.19E-07,5.65E-08,1.41E-06,5.64E-07,0,0,0,0,0,0,0,0,,,
544,0.719221375,2.80E-08,2.51E-05,0.878370318,8.78E-07,1.11E-06,1.89E-07,1.41E-06,1.51E-08,0,0,0,0,0,0,0,0,,,
545,0.72049339,8.92E-08,2.22E-05,0.87631363,8.05E-07,8.66E-07,2.94E-07,1.28E-06,1.82E-07,0,0,0,0,0,0,0,0,,,
546,0.721842205,1.68E-07,1.97E-05,0.877505657,7.36E-07,6.08E-07,1.53E-07,1.24E-06,5.30E-07,0,0,0,0,0,0,0,0,,,
547,0.723190986,7.39E-08,1.72E-05,0.878683627,7.48E-07,6.67E-07,4.53E-08,1.29E-06,3.29E-07,0,0,0,0,0,0,0,0,,,
548,0.724539734,9.97E-08,1.50E-05,0.879767851,6.95E-07,7.96E-07,1.38E-08,1.50E-06,9.65E-08,0,0,0,0,0,0,0,0,,,
549,0.726597144,1.31E-07,1.34E-05,0.881863696,5.96E-07,1.06E-06,1.66E-08,1.94E-06,6.66E-07,0,0,0,0,0,0,0,0,,,
550,0.729823619,2.52E-07,1.22E-05,0.893388965,6.63E-07,1.42E-06,4.12E-08,2.81E-06,3.47E-06,0,0,0,0,0,0,0,0,,,
551,0.732587757,1.94E-07,1.13E-05,0.90416325,7.29E-07,1.40E-06,1.82E-09,3.60E-06,4.73E-06,0,0,0,0,0,0,0,0,,,
552,0.735433223,1.65E-07,1.03E-05,0.91360672,7.16E-07,9.23E-07,1.47E-08,3.83E-06,3.16E-06,0,0,0,0,0,0,0,0,,,
553,0.73836104,4.05E-07,9.52E-06,0.923875486,8.33E-07,9.67E-07,1.73E-08,3.56E-06,1.30E-06,0,0,0,0,0,0,0,0,,,
554,0.741108585,8.43E-08,8.87E-06,0.93890721,7.83E-07,1.07E-06,1.03E-10,2.89E-06,9.19E-09,0,0,0,0,0,0,0,0,,,
555,0.744598625,6.09E-08,7.92E-06,0.954442571,6.64E-07,1.70E-06,7.41E-10,2.40E-06,5.62E-07,0,0,0,0,0,0,0,0,,,
556,0.748178859,1.00E-07,6.69E-06,0.965267498,6.97E-07,9.94E-07,3.02E-09,2.22E-06,3.29E-06,0,0,0,0,0,0,0,0,,,
557,0.751369343,6.73E-08,5.69E-06,0.973630887,8.63E-07,8.73E-07,4.76E-10,2.43E-06,3.93E-07,0,0,0,0,0,0,0,0,,,
558,0.754567754,1.30E-07,5.32E-06,0.969668232,9.15E-07,1.03E-06,7.63E-09,2.76E-06,1.22E-07,0,0,0,0,0,0,0,0,,,
559,0.756947156,8.22E-08,4.56E-06,0.966504246,1.18E-06,1.82E-06,3.28E-08,3.53E-06,4.61E-07,0,0,0,0,0,0,0,0,,,
560,0.758863192,1.58E-07,3.97E-06,0.971331854,1.58E-06,2.24E-06,1.20E-08,4.90E-06,2.24E-06,0,0,0,0,0,0,0,0,,,
561,0.760131967,1.11E-07,3.90E-06,0.9745163,1.91E-06,1.33E-06,3.61E-09,6.43E-06,1.78E-07,0,0,0,0,0,0,0,0,,,
562,0.76148055,5.75E-08,3.69E-06,0.973074899,2.28E-06,1.59E-06,2.46E-08,7.12E-06,5.74E-08,0,0,0,0,0,0,0,0,,,
563,0.763725261,1.00E-07,3.32E-06,0.970840438,3.21E-06,2.36E-06,3.36E-08,6.38E-06,1.98E-07,0,0,0,0,0,0,0,0,,,
564,0.766616765,6.31E-08,3.23E-06,0.957842185,4.34E-06,3.30E-06,5.90E-08,4.70E-06,1.11E-06,0,0,0,0,0,0,0,0,,,
565,0.770020038,4.08E-08,3.36E-06,0.945857093,5.75E-06,2.86E-06,2.09E-08,3.39E-06,8.93E-08,0,0,0,0,0,0,0,0,,,
566,0.773513529,1.37E-07,3.21E-06,0.94079396,7.76E-06,1.93E-06,1.24E-08,2.58E-06,1.54E-07,0,0,0,0,0,0,0,0,,,
567,0.776352052,1.40E-07,3.03E-06,0.938266715,1.09E-05,1.73E-06,7.61E-10,2.20E-06,2.02E-07,0,0,0,0,0,0,0,0,,,
568,0.779276514,7.45E-08,3.09E-06,0.953317789,1.60E-05,1.87E-06,8.84E-09,2.03E-06,3.79E-07,0,0,0,0,0,0,0,0,,,
569,0.782026075,5.22E-08,2.96E-06,0.968592756,2.40E-05,1.99E-06,2.96E-08,2.29E-06,7.58E-07,0,0,0,0,0,0,0,0,,,
570,0.784442092,9.99E-09,2.81E-06,0.983415349,3.79E-05,1.32E-06,1.46E-08,3.14E-06,3.37E-06,0,0,0,0,0,0,0,0,,,
571,0.787534476,2.06E-08,2.17E-06,0.996968127,6.29E-05,1.48E-06,1.72E-09,4.92E-06,1.34E-10,0,0,0,0,0,0,0,0,,,
572,0.790634561,3.27E-08,2.04E-06,1,0.000109397,2.11E-06,8.34E-09,7.80E-06,1.81E-07,0,0,0,0,0,0,0,0,,,
573,0.792811132,8.87E-08,2.29E-06,0.998773269,0.000197033,2.23E-06,1.03E-08,9.00E-06,9.60E-07,0,0,0,0,0,0,0,0,,,
574,0.794777824,7.39E-08,1.93E-06,0.982844114,0.000362417,1.33E-06,4.78E-08,6.81E-06,4.45E-07,0,0,0,0,0,0,0,0,,,
575,0.797053759,1.06E-07,1.77E-06,0.960087402,0.00067543,1.57E-06,2.07E-08,3.71E-06,1.14E-07,0,0,0,0,0,0,0,0,,,
576,0.799332794,2.39E-07,1.88E-06,0.903773577,0.001275568,2.12E-06,2.96E-09,2.03E-06,1.15E-07,0,0,0,0,0,0,0,0,,,
577,0.801786214,1.38E-07,1.63E-06,0.834078692,0.002447437,1.81E-06,1.31E-08,1.50E-06,3.07E-07,0,0,0,0,0,0,0,0,,,
578,0.804157825,1.41E-07,1.48E-06,0.704586263,0.004857091,1.22E-06,2.83E-10,1.20E-06,1.09E-06,0,0,0,0,0,0,0,0,,,
579,0.806603112,1.94E-07,1.67E-06,0.572296659,0.010250794,1.48E-06,1.02E-09,9.73E-07,1.05E-06,0,0,0,0,0,0,0,0,,,
580,0.808801498,1.96E-07,1.87E-06,0.428584201,0.034186993,2.08E-06,3.62E-10,8.62E-07,4.88E-08,0,0,0,0,0,0,0,0,,,
581,0.810483868,9.71E-08,1.83E-06,0.295352708,0.06768415,1.86E-06,1.51E-09,9.84E-07,1.19E-07,0,0,0,0,0,0,0,0,,,
582,0.812080135,1.07E-07,1.74E-06,0.208919208,0.160049269,1.34E-06,6.01E-09,8.64E-07,2.10E-07,0,0,0,0,0,0,0,0,,,
583,0.814459091,8.69E-08,1.66E-06,0.13186112,0.267846627,1.47E-06,1.17E-08,8.78E-07,7.45E-07,0,0,0,0,0,0,0,0,,,
584,0.81733603,4.55E-07,1.82E-06,0.093130451,0.437109924,1.74E-06,6.88E-08,9.30E-07,7.76E-08,0,0,0,0,0,0,0,0,,,
585,0.820277138,5.54E-07,1.51E-06,0.058639303,0.600527375,2.07E-06,8.83E-08,9.35E-07,1.67E-07,0,0,0,0,0,0,0,0,,,
586,0.823223827,2.26E-07,1.37E-06,0.041534606,0.739382502,2.04E-06,6.17E-09,9.73E-07,3.97E-07,0,0,0,0,0,0,0,0,,,
587,0.825647411,3.06E-07,1.70E-06,0.024860842,0.853639626,1.37E-06,8.69E-09,1.06E-06,1.25E-06,0,0,0,0,0,0,0,0,,,
588,0.828072899,2.33E-07,1.85E-06,0.016757673,0.873609116,1.49E-06,2.09E-08,9.44E-07,1.23E-06,0,0,0,0,0,0,0,0,,,
589,0.831768735,2.57E-07,1.88E-06,0.011033557,0.890733053,2.19E-06,1.82E-08,9.41E-07,3.34E-07,0,0,0,0,0,0,0,0,,,
590,0.835819426,1.13E-07,1.81E-06,0.00746956,0.894116565,2.79E-06,1.64E-08,9.58E-07,3.89E-07,0,0,0,0,0,0,0,0,,,
591,0.839521651,1.03E-07,2.13E-06,0.004962699,0.897948223,1.63E-06,2.33E-08,9.31E-07,8.03E-07,0,0,0,0,0,0,0,0,,,
592,0.843230557,3.13E-07,2.27E-06,0.003514844,0.904796835,1.76E-06,3.62E-08,9.25E-07,6.35E-07,0,0,0,0,0,0,0,0,,,
593,0.846946137,9.21E-08,1.95E-06,0.002528754,0.910799496,2.29E-06,1.96E-08,8.76E-07,6.16E-07,0,0,0,0,0,0,0,0,,,
594,0.848989619,9.51E-08,1.91E-06,0.00192662,0.913847781,2.72E-06,5.55E-09,9.52E-07,1.20E-06,0,0,0,0,0,0,0,0,,,
595,0.850734952,1.21E-07,1.89E-06,0.001485356,0.917961335,1.85E-06,1.03E-08,9.95E-07,2.00E-06,0,0,0,0,0,0,0,0,,,
596,0.852480072,1.28E-07,1.63E-06,0.00115118,0.922028664,1.77E-06,5.42E-09,1.27E-06,6.31E-07,0,0,0,0,0,0,0,0,,,
597,0.852951793,3.30E-07,1.69E-06,0.000896431,0.923650876,1.86E-06,2.03E-08,1.58E-06,3.13E-07,0,0,0,0,0,0,0,0,,,
598,0.853511843,8.74E-08,1.80E-06,0.000701929,0.921734736,2.34E-06,3.25E-08,1.56E-06,3.43E-07,0,0,0,0,0,0,0,0,,,
599,0.854898668,2.33E-07,2.41E-06,0.000550164,0.921949197,2.56E-06,1.38E-08,1.29E-06,3.52E-07,0,0,0,0,0,0,0,0,,,
600,0.856732672,7.26E-07,2.21E-06,0.000429259,0.928564164,2.22E-06,6.32E-10,8.52E-07,2.42E-07,0,0,0,0,0,0,0,0,,,
601,0.858476325,1.03E-06,2.27E-06,0.000335953,0.935504911,2.09E-06,9.36E-09,6.70E-07,3.34E-07,0,0,0,0,0,0,0,0,,,
602,0.860220815,6.55E-07,2.57E-06,0.000262528,0.943777907,2.69E-06,3.34E-08,6.39E-07,2.90E-07,0,0,0,0,0,0,0,0,,,
603,0.862518213,6.74E-07,2.02E-06,0.000207093,0.949655684,3.37E-06,2.91E-08,6.41E-07,3.46E-07,0,0,0,0,0,0,0,0,,,
604,0.865545608,5.69E-07,2.13E-06,0.000165169,0.945961996,3.62E-06,8.38E-09,6.19E-07,3.05E-07,0,0,0,0,0,0,0,0,,,
605,0.868371134,3.43E-07,3.64E-06,0.00013339,0.943255888,3.08E-06,2.93E-08,5.72E-07,2.55E-07,0,0,0,0,0,0,0,0,,,
606,0.871106283,2.23E-07,6.31E-06,0.000110057,0.945982334,3.22E-06,1.91E-08,5.66E-07,2.68E-07,0,0,0,0,0,0,0,0,,,
607,0.874870282,2.41E-07,1.01E-05,9.21E-05,0.952777537,4.30E-06,2.50E-08,5.71E-07,1.71E-07,0,0,0,0,0,0,0,0,,,
608,0.878737657,2.35E-07,1.27E-05,7.83E-05,0.968524657,5.54E-06,9.93E-09,5.34E-07,6.58E-07,0,0,0,0,0,0,0,0,,,
609,0.88078573,6.37E-07,1.03E-05,6.73E-05,0.981065361,6.36E-06,3.55E-08,6.43E-07,4.65E-07,0,0,0,0,0,0,0,0,,,
610,0.88240532,2.23E-07,4.88E-06,5.81E-05,0.987760992,7.47E-06,2.26E-08,6.11E-07,1.78E-07,0,0,0,0,0,0,0,0,,,
611,0.884685731,1.91E-07,1.51E-06,5.03E-05,0.993760258,9.54E-06,1.05E-08,6.05E-07,4.26E-07,0,0,0,0,0,0,0,0,,,
612,0.88706372,1.56E-07,4.95E-07,4.33E-05,0.99574881,1.21E-05,1.26E-10,6.17E-07,5.99E-07,0,0,0,0,0,0,0,0,,,
613,0.889350141,3.56E-07,4.48E-07,3.69E-05,0.996763647,1.62E-05,2.55E-09,5.98E-07,5.87E-07,0,0,0,0,0,0,0,0,,,
614,0.89018495,5.84E-07,4.56E-07,3.14E-05,0.995250928,2.36E-05,2.32E-08,6.18E-07,9.12E-07,0,0,0,0,0,0,0,0,,,
615,0.889950173,5.82E-07,1.67E-07,2.66E-05,0.993296068,3.60E-05,5.50E-08,6.28E-07,2.24E-07,0,0,0,0,0,0,0,0,,,
616,0.889805829,4.36E-07,1.78E-07,2.24E-05,0.991128113,5.51E-05,3.88E-08,6.05E-07,5.05E-07,0,0,0,0,0,0,0,0,,,
617,0.889656928,6.82E-07,2.38E-07,1.90E-05,0.99178863,8.67E-05,4.57E-08,6.90E-07,1.77E-06,0,0,0,0,0,0,0,0,,,
618,0.889503462,9.26E-07,1.60E-07,1.62E-05,1,0.000144572,4.65E-08,6.45E-07,1.92E-06,0,0,0,0,0,0,0,0,,,
619,0.890095536,1.09E-06,1.52E-07,1.41E-05,0.995810758,0.000247573,4.23E-09,6.29E-07,1.47E-07,0,0,0,0,0,0,0,0,,,
620,0.890987586,9.49E-07,2.42E-07,1.25E-05,0.958728903,0.000430439,4.72E-09,6.19E-07,1.15E-06,0,0,0,0,0,0,0,0,,,
621,0.892163724,9.48E-07,3.85E-07,1.11E-05,0.894575935,0.000763398,2.13E-08,6.93E-07,3.15E-06,0,0,0,0,0,0,0,0,,,
622,0.89333867,9.24E-07,2.43E-07,1.01E-05,0.760825229,0.001400485,3.15E-08,6.99E-07,1.23E-06,0,0,0,0,0,0,0,0,,,
623,0.893844102,1.00E-06,2.84E-07,9.41E-06,0.618921916,0.002686294,2.13E-08,6.74E-07,6.30E-08,0,0,0,0,0,0,0,0,,,
624,0.896717915,1.34E-06,3.49E-07,8.76E-06,0.458858755,0.008135913,1.11E-08,6.84E-07,1.02E-06,0,0,0,0,0,0,0,0,,,
625,0.901566509,2.13E-06,2.83E-07,8.23E-06,0.313789196,0.020324702,3.27E-08,7.12E-07,2.19E-06,0,0,0,0,0,0,0,0,,,
626,0.906525381,1.65E-06,2.37E-07,7.81E-06,0.204983613,0.0507769,4.86E-08,7.40E-07,2.43E-07,0,0,0,0,0,0,0,0,,,
627,0.91072068,4.95E-07,2.44E-07,7.36E-06,0.115536452,0.103420733,1.50E-08,7.03E-07,2.48E-07,0,0,0,0,0,0,0,0,,,
628,0.914825054,2.10E-07,4.19E-07,6.90E-06,0.073283432,0.206060559,1.36E-08,6.98E-07,1.57E-07,0,0,0,0,0,0,0,0,,,
629,0.91857585,3.21E-07,2.60E-07,6.59E-06,0.039797366,0.326500459,1.08E-08,7.05E-07,8.82E-07,0,0,0,0,0,0,0,0,,,
630,0.921832124,4.19E-07,1.98E-07,6.21E-06,0.026141464,0.487884482,2.08E-08,7.52E-07,2.60E-06,0,0,0,0,0,0,0,0,,,
631,0.924797637,1.55E-07,2.67E-07,5.83E-06,0.016237242,0.639230792,2.80E-08,7.16E-07,1.77E-06,0,0,0,0,0,0,0,0,,,
632,0.927865919,1.94E-07,3.04E-07,5.47E-06,0.011096979,0.76743159,3.32E-08,7.21E-07,2.32E-07,0,0,0,0,0,0,0,0,,,
633,0.931137559,1.80E-07,2.61E-07,5.08E-06,0.007460997,0.869105952,4.42E-08,6.89E-07,1.67E-06,0,0,0,0,0,0,0,0,,,
634,0.930915198,1.10E-07,2.23E-07,4.72E-06,0.0052316,0.910571792,1.52E-08,7.86E-07,3.99E-06,0,0,0,0,0,0,0,0,,,
635,0.928637416,1.01E-07,2.74E-07,4.42E-06,0.003642316,0.939472419,1.27E-08,8.10E-07,1.13E-06,0,0,0,0,0,0,0,0,,,
636,0.926252196,1.44E-07,1.95E-07,4.19E-06,0.002581841,0.941663029,2.21E-08,7.48E-07,2.40E-07,0,0,0,0,0,0,0,0,,,
637,0.925046166,3.39E-08,2.62E-07,4.03E-06,0.00182459,0.943693105,6.07E-08,7.82E-07,7.30E-07,0,0,0,0,0,0,0,0,,,
638,0.92382758,1.10E-07,2.62E-07,3.90E-06,0.001323271,0.94277593,3.99E-08,8.12E-07,1.71E-06,0,0,0,0,0,0,0,0,,,
639,0.923708007,1.16E-07,2.82E-07,3.69E-06,0.000973293,0.940512868,3.38E-08,7.55E-07,1.11E-06,0,0,0,0,0,0,0,0,,,
640,0.924272311,1.93E-07,3.01E-07,3.54E-06,0.000720773,0.937026465,2.15E-08,7.28E-07,2.85E-07,0,0,0,0,0,0,0,0,,,
641,0.925130997,2.51E-07,2.05E-07,3.41E-06,0.000542136,0.936372435,1.97E-08,8.17E-07,1.29E-07,0,0,0,0,0,0,0,0,,,
642,0.925987856,1.02E-07,2.44E-07,3.30E-06,0.000415688,0.940952036,3.03E-08,7.80E-07,9.25E-08,0,0,0,0,0,0,0,0,,,
643,0.926644685,1.85E-07,3.56E-07,3.14E-06,0.000326014,0.944857611,1.59E-08,8.69E-07,4.43E-07,0,0,0,0,0,0,0,0,,,
644,0.929642015,6.72E-08,2.71E-07,2.90E-06,0.000257343,0.947798378,1.06E-08,8.69E-07,5.65E-07,0,0,0,0,0,0,0,0,,,
645,0.933447524,5.99E-08,1.50E-07,2.85E-06,0.000202154,0.948758049,1.35E-08,7.62E-07,1.96E-07,0,0,0,0,0,0,0,0,,,
646,0.937258647,3.28E-08,2.52E-07,2.71E-06,0.000158725,0.945994046,3.20E-08,8.25E-07,7.32E-07,0,0,0,0,0,0,0,0,,,
647,0.941679994,4.61E-08,3.63E-07,2.58E-06,0.000124717,0.945438251,8.64E-08,8.51E-07,1.08E-06,0,0,0,0,0,0,0,0,,,
648,0.94621344,1.41E-07,2.25E-07,2.54E-06,9.72E-05,0.948102628,1.16E-07,8.35E-07,1.13E-07,0,0,0,0,0,0,0,0,,,
649,0.947423077,2.32E-07,2.03E-07,2.49E-06,7.51E-05,0.950462829,5.04E-08,8.55E-07,5.21E-07,0,0,0,0,0,0,0,0,,,
650,0.948010498,1.98E-07,3.61E-07,2.39E-06,5.83E-05,0.954847074,2.60E-08,8.71E-07,8.28E-07,0,0,0,0,0,0,0,0,,,
651,0.949104023,2.25E-07,3.00E-07,2.30E-06,4.62E-05,0.958042092,7.73E-08,8.66E-07,2.97E-07,0,0,0,0,0,0,0,0,,,
652,0.950298361,8.67E-08,2.28E-07,2.27E-06,3.73E-05,0.958166994,9.01E-08,8.52E-07,5.04E-07,0,0,0,0,0,0,0,0,,,
653,0.952206164,1.50E-07,2.59E-07,2.28E-06,3.02E-05,0.958978404,1.01E-07,9.04E-07,1.18E-06,0,0,0,0,0,0,0,0,,,
654,0.952751581,1.09E-07,1.99E-07,2.33E-06,2.45E-05,0.959733174,9.72E-08,9.44E-07,7.83E-07,0,0,0,0,0,0,0,0,,,
655,0.953043032,1.02E-07,1.92E-07,2.41E-06,2.08E-05,0.96246744,1.27E-07,9.79E-07,1.61E-07,0,0,0,0,0,0,0,0,,,
656,0.953328101,4.05E-08,1.87E-07,2.42E-06,1.79E-05,0.968391922,1.84E-07,9.63E-07,5.07E-07,0,0,0,0,0,0,0,0,,,
657,0.95156871,4.04E-08,3.67E-07,2.46E-06,1.51E-05,0.971835325,2.08E-07,1.03E-06,7.74E-07,0,0,0,0,0,0,0,0,,,
658,0.949804807,2.39E-07,2.10E-07,2.53E-06,1.27E-05,0.974542443,2.69E-07,1.05E-06,1.80E-07,0,0,0,0,0,0,0,0,,,
659,0.95143287,3.95E-07,2.50E-07,2.64E-06,1.09E-05,0.977947761,3.52E-07,1.03E-06,1.10E-06,0,0,0,0,0,0,0,0,,,
660,0.95340836,8.88E-08,5.76E-07,2.65E-06,9.47E-06,0.979027957,4.33E-07,1.10E-06,2.18E-06,0,0,0,0,0,0,0,0,,,
661,0.954464976,2.06E-07,1.70E-06,2.69E-06,8.06E-06,0.979915718,5.28E-07,1.10E-06,5.75E-07,0,0,0,0,0,0,0,0,,,
662,0.95552039,1.45E-07,1.98E-06,2.65E-06,6.71E-06,0.982075727,6.30E-07,1.12E-06,2.08E-07,0,0,0,0,0,0,0,0,,,
663,0.957703142,2.17E-07,1.18E-06,2.61E-06,5.81E-06,0.985987781,7.85E-07,1.10E-06,1.30E-06,0,0,0,0,0,0,0,0,,,
664,0.959770684,3.43E-07,6.59E-07,2.71E-06,5.03E-06,0.990888275,9.98E-07,1.11E-06,1.82E-06,0,0,0,0,0,0,0,0,,,
665,0.96057217,8.64E-08,7.05E-07,2.72E-06,4.33E-06,0.993074533,1.21E-06,1.28E-06,1.32E-07,0,0,0,0,0,0,0,0,,,
666,0.961474866,1.06E-07,1.23E-06,2.68E-06,3.89E-06,0.993010023,1.48E-06,1.27E-06,1.59E-06,0,0,0,0,0,0,0,0,,,
667,0.962169727,1.83E-07,1.64E-06,2.68E-06,3.41E-06,0.992517135,1.81E-06,1.28E-06,2.55E-06,0,0,0,0,0,0,0,0,,,
668,0.962965821,1.12E-07,1.07E-06,2.69E-06,2.96E-06,0.991788601,2.23E-06,1.28E-06,1.12E-07,0,0,0,0,0,0,0,0,,,
669,0.964124285,1.03E-07,5.63E-07,2.69E-06,2.76E-06,0.992587983,2.75E-06,1.35E-06,1.36E-06,0,0,0,0,0,0,0,0,,,
670,0.965318773,5.51E-08,3.45E-07,2.69E-06,2.62E-06,0.994892978,3.34E-06,1.46E-06,3.77E-06,0,0,0,0,0,0,0,0,,,
671,0.965890578,1.32E-07,3.29E-07,2.78E-06,2.36E-06,0.995692686,4.14E-06,1.41E-06,2.90E-06,0,0,0,0,0,0,0,0,,,
672,0.966563915,1.11E-07,3.89E-07,2.82E-06,2.20E-06,0.995266136,5.18E-06,1.45E-06,8.03E-08,0,0,0,0,0,0,0,0,,,
673,0.967442938,1.10E-07,3.09E-07,2.88E-06,1.94E-06,0.993771021,6.53E-06,1.54E-06,2.68E-06,0,0,0,0,0,0,0,0,,,
674,0.967613062,9.53E-08,2.40E-07,2.85E-06,1.67E-06,0.99023453,8.35E-06,1.66E-06,3.87E-06,0,0,0,0,0,0,0,0,,,
675,0.967636914,7.51E-08,2.31E-07,2.80E-06,1.53E-06,0.987455357,1.08E-05,1.65E-06,1.02E-07,0,0,0,0,0,0,0,0,,,
676,0.967657089,1.23E-07,3.98E-07,2.94E-06,1.44E-06,0.985805358,1.40E-05,1.69E-06,9.73E-08,0,0,0,0,0,0,0,0,,,
677,0.968297314,1.68E-07,3.80E-07,3.25E-06,1.39E-06,0.986747641,1.86E-05,1.79E-06,6.05E-08,0,0,0,0,0,0,0,0,,,
678,0.968934153,2.53E-07,1.56E-07,3.29E-06,1.32E-06,0.990545904,2.51E-05,1.80E-06,7.50E-07,0,0,0,0,0,0,0,0,,,
679,0.962114109,2.03E-07,2.78E-07,3.31E-06,1.38E-06,0.99291266,3.40E-05,1.91E-06,1.09E-06,0,0,0,0,0,0,0,0,,,
680,0.953845513,6.74E-08,3.05E-07,3.38E-06,1.34E-06,0.994943749,4.63E-05,2.07E-06,1.85E-07,0,0,0,0,0,0,0,0,,,
