plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet,s5p_minus90_offl_datetime,s5p_minus90_offl_path,s5p_minus90_offl_name,s5p_minus360_offl_datetime,s5p_minus360_offl_path,s5p_minus360_offl_name,nearest_iy,nearest_ix,pos_centers,ch4_var
GAO20201119t182156p0000-1,34.90209029,-117.159889,2020-11-19T18:21:56+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20201119T201420_20201119T215550_16081_01_010302_20201121T131339.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200820T202947_20200820T221117_14790_03_020400_20221111T233651.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20191124T194235_20191124T212405_10959_01_010302_20191130T221928.nc,OFFL,RPRO,OFFL,90,False,2020-08-21T20:32:14Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200821T201039_20200821T215209_14804_01_010302_20200823T191113.nc,S5P_OFFL_L2__CH4____20200821T201039_20200821T215209_14804_01_010302_20200823T191113.nc,,,,3141,176,"3141,176;3140,176;3141,175;3141,177;3142,176;3140,175;3140,177;3142,175",methane_mixing_ratio_bias_corrected
GAO20201120t183532p0000-A,37.986869,-121.473333,2020-11-20T18:35:32+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20201120T195514_20201120T213644_16095_01_010302_20201122T124420.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200821T201039_20200821T215209_14804_03_020400_20221112T002125.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20191125T192330_20191125T210500_10973_01_010302_20191201T220932.nc,OFFL,RPRO,OFFL,90,False,2020-08-22T20:13:06Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,,,,3230,88,"3230,88;3229,88;3230,87;3230,89;3231,88;3229,87;3229,89;3231,87",methane_mixing_ratio_bias_corrected
GAO20201120t183914p0000-A,37.98682354,-121.4733518,2020-11-20T18:39:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20201120T195514_20201120T213644_16095_01_010302_20201122T124420.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200821T201039_20200821T215209_14804_03_020400_20221112T002125.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20191125T192330_20191125T210500_10973_01_010302_20191201T220932.nc,OFFL,RPRO,OFFL,90,False,2020-08-22T20:13:06Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,,,,3230,88,"3230,88;3229,88;3230,87;3230,89;3231,88;3229,87;3229,89;3231,87",methane_mixing_ratio_bias_corrected
GAO20201120t202216p0000-3,37.98678366,-121.4734038,2020-11-20T20:22:16+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20201120T195514_20201120T213644_16095_01_010302_20201122T124420.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200822T195132_20200822T213301_14818_03_020400_20221112T005708.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20191126T190425_20191126T204555_10987_03_020400_20221117T195212.nc,OFFL,RPRO,RPRO,90;360,False,2020-08-22T20:13:06Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,2019-11-26T21:07:28Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20191126T204555_20191126T222724_10988_01_010302_20191202T230952.nc,S5P_OFFL_L2__CH4____20191126T204555_20191126T222724_10988_01_010302_20191202T230952.nc,3230,88,"3230,88;3229,88;3230,87;3230,89;3231,88;3229,87;3229,89;3231,87",methane_mixing_ratio_bias_corrected
GAO20201120t202216p0000-A,37.995833,-121.478789,2020-11-20T20:22:16+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20201120T195514_20201120T213644_16095_01_010302_20201122T124420.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200822T195132_20200822T213301_14818_03_020400_20221112T005708.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20191126T190425_20191126T204555_10987_01_010302_20191202T214333.nc,OFFL,RPRO,OFFL,90,False,2020-08-22T20:13:06Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,S5P_OFFL_L2__CH4____20200822T195132_20200822T213301_14818_01_010302_20200824T133648.nc,,,,3230,88,"3230,88;3229,88;3230,87;3230,89;3231,88;3229,87;3229,89;3231,87",methane_mixing_ratio_bias_corrected
GAO20201124t173250p0000-A,34.9020092,-117.1598396,2020-11-24T17:32:50+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20201124T202022_20201124T220152_16152_01_010302_20201126T134139.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200825T203537_20200825T221707_14861_03_020400_20221112T032016.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20191129T194840_20191129T213009_11030_01_010302_20191205T221859.nc,OFFL,RPRO,OFFL,90,False,2020-08-26T20:38:03Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200826T201629_20200826T215759_14875_01_010302_20200828T132318.nc,S5P_OFFL_L2__CH4____20200826T201629_20200826T215759_14875_01_010302_20200828T132318.nc,,,,3163,187,"3163,187;3162,187;3163,186;3163,188;3164,187;3162,186;3162,188;3164,186",methane_mixing_ratio_bias_corrected
GAO20210518t152803p0000-1,40.65021592,-79.42257848,2021-05-18T15:28:03+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210518T172814_20210518T190944_18633_01_010400_20210520T111005.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210216T172524_20210216T190654_17342_03_020400_20221120T161057.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200522T165714_20200522T183844_13511_01_010302_20200524T093048.nc,OFFL,RPRO,OFFL,90,False,2021-02-17T17:28:03Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210217T170628_20210217T184758_17356_01_010400_20210219T104050.nc,S5P_OFFL_L2__CH4____20210217T170628_20210217T184758_17356_01_010400_20210219T104050.nc,,,,2422,126,"2422,126;2421,126;2422,125;2422,127;2423,126;2421,125;2421,127;2423,125",methane_mixing_ratio_bias_corrected
GAO20210718t192302p0000-1,40.1072173,-104.36107,2021-07-18T19:23:02+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210717T184423_20210717T202552_19485_02_020200_20210719T115703.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T181023_20210419T195154_18222_03_020400_20221122T181703.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200722T193508_20200722T211638_14378_03_020400_20221110T205204.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-19T20:13:28Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210419T195154_20210419T213324_18223_01_010400_20210421T130636.nc,S5P_OFFL_L2__CH4____20210419T195154_20210419T213324_18223_01_010400_20210421T130636.nc,2020-07-23T19:37:37Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200723T191602_20200723T205732_14392_01_010302_20200730T074407.nc,S5P_OFFL_L2__CH4____20200723T191602_20200723T205732_14392_01_010302_20200730T074407.nc,2423,59,"2423,59;2423,58;2423,60;2424,59;2424,58;2424,60",methane_mixing_ratio_bias_corrected
GAO20210718t193403p0000-A,39.6637934,-104.69195,2021-07-18T19:34:03+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210718T182518_20210718T200648_19499_02_020200_20210720T115245.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T181023_20210419T195154_18222_03_020400_20221122T181703.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200722T193508_20200722T211638_14378_03_020400_20221110T205204.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-19T20:13:28Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210419T195154_20210419T213324_18223_01_010400_20210421T130636.nc,S5P_OFFL_L2__CH4____20210419T195154_20210419T213324_18223_01_010400_20210421T130636.nc,2020-07-23T19:37:37Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200723T191602_20200723T205732_14392_01_010302_20200730T074407.nc,S5P_OFFL_L2__CH4____20200723T191602_20200723T205732_14392_01_010302_20200730T074407.nc,2453,23,"2453,23;2452,23;2453,22;2453,24;2454,23;2452,22;2452,24;2454,22",methane_mixing_ratio_bias_corrected
GAO20210718t193403p0000-B,39.6624568,-104.69248,2021-07-18T19:34:03+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210718T182518_20210718T200648_19499_02_020200_20210720T115245.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T181023_20210419T195154_18222_03_020400_20221122T181703.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200722T193508_20200722T211638_14378_03_020400_20221110T205204.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-19T20:13:28Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210419T195154_20210419T213324_18223_01_010400_20210421T130636.nc,S5P_OFFL_L2__CH4____20210419T195154_20210419T213324_18223_01_010400_20210421T130636.nc,2020-07-23T19:37:37Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200723T191602_20200723T205732_14392_01_010302_20200730T074407.nc,S5P_OFFL_L2__CH4____20200723T191602_20200723T205732_14392_01_010302_20200730T074407.nc,2453,23,"2453,23;2452,23;2453,22;2453,24;2454,23;2452,22;2452,24;2454,22",methane_mixing_ratio_bias_corrected
GAO20210719t154818p0000-A,39.662612,-104.6895,2021-07-19T15:48:18+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210718T182518_20210718T200648_19499_02_020200_20210720T115245.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T195154_20210419T213324_18223_03_020400_20221122T181705.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200723T191602_20200723T205732_14392_03_020400_20221110T212757.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-20T19:54:32Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,2020-07-24T19:18:31Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,2453,23,"2453,23;2452,23;2453,22;2453,24;2454,23;2452,22;2452,24;2454,22",methane_mixing_ratio_bias_corrected
GAO20210719t154818p0000-B,39.662373,-104.6856,2021-07-19T15:48:18+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210718T182518_20210718T200648_19499_02_020200_20210720T115245.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T195154_20210419T213324_18223_03_020400_20221122T181705.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200723T191602_20200723T205732_14392_03_020400_20221110T212757.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-20T19:54:32Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,2020-07-24T19:18:31Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,2453,23,"2453,23;2452,23;2453,22;2453,24;2454,23;2452,22;2452,24;2454,22",methane_mixing_ratio_bias_corrected
GAO20210719t163238p0000-2,40.0175815,-104.88895,2021-07-19T16:32:38+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210718T182518_20210718T200648_19499_02_020200_20210720T115245.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T195154_20210419T213324_18223_03_020400_20221122T181705.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200723T191602_20200723T205732_14392_03_020400_20221110T212757.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-20T19:54:32Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,2020-07-24T19:18:31Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,2461,23,"2461,23;2460,23;2461,22;2461,24;2462,23;2460,22;2460,24;2462,22",methane_mixing_ratio_bias_corrected
GAO20210719t172434p0000-2,40.0987961,-104.95941,2021-07-19T17:24:34+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210718T182518_20210718T200648_19499_02_020200_20210720T115245.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210419T195154_20210419T213324_18223_03_020400_20221122T181705.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200723T191602_20200723T205732_14392_03_020400_20221110T212757.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-20T19:54:32Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,2020-07-24T19:18:31Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,2463,23,"2463,23;2462,23;2463,22;2463,24;2464,23;2462,22;2462,24;2464,22",methane_mixing_ratio_bias_corrected
GAO20210719t200540p0000-A,40.194343,-103.73973,2021-07-19T20:05:40+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210719T180613_20210719T194743_19513_02_020200_20210721T111806.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210420T193258_20210420T211428_18237_03_020400_20221122T191250.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200724T185656_20200724T203826_14406_03_020400_20221110T220344.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-20T19:54:32Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,S5P_OFFL_L2__CH4____20210420T193258_20210420T211428_18237_01_010400_20210422T131351.nc,2020-07-24T19:18:31Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,S5P_OFFL_L2__CH4____20200724T185656_20200724T203826_14406_01_010302_20200730T235500.nc,2497,9,"2497,9;2496,9;2497,8;2497,10;2498,9;2496,8;2496,10;2498,8",methane_mixing_ratio_bias_corrected
GAO20210726t172258p0000-A,32.4000907,-101.78283,2021-07-26T17:22:58+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210726T191538_20210726T205707_19613_02_020200_20210728T125207.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210426T192050_20210426T210220_18322_03_020400_20221123T002915.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200730T184349_20200730T202519_14491_03_020400_20221111T094255.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-27T19:23:27Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,2020-07-31T18:46:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,2271,151,"2271,151;2270,151;2271,150;2271,152;2272,151;2270,150;2270,152;2272,150",methane_mixing_ratio_bias_corrected
GAO20210726t172258p0000-B,32.3872042,-101.79452,2021-07-26T17:22:58+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210726T191538_20210726T205707_19613_02_020200_20210728T125207.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210426T192050_20210426T210220_18322_03_020400_20221123T002915.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200730T184349_20200730T202519_14491_03_020400_20221111T094255.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-27T19:23:27Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,2020-07-31T18:46:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,2270,150,"2270,150;2269,150;2270,149;2270,151;2271,150;2269,149;2269,151;2271,149",methane_mixing_ratio_bias_corrected
GAO20210726t173952p0000-B,32.2808497,-101.80477,2021-07-26T17:39:52+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210726T191538_20210726T205707_19613_02_020200_20210728T125207.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210426T192050_20210426T210220_18322_03_020400_20221123T002915.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200730T184349_20200730T202519_14491_03_020400_20221111T094255.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-27T19:23:27Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,2020-07-31T18:46:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,2268,150,"2268,150;2267,150;2268,149;2268,151;2269,150;2267,149;2267,151;2269,149",methane_mixing_ratio_bias_corrected
GAO20210726t173952p0000-C,32.268534,-101.81612,2021-07-26T17:39:52+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210726T191538_20210726T205707_19613_02_020200_20210728T125207.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210426T192050_20210426T210220_18322_03_020400_20221123T002915.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200730T184349_20200730T202519_14491_03_020400_20221111T094255.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-27T19:23:27Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,2020-07-31T18:46:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,2268,150,"2268,150;2267,150;2268,149;2268,151;2269,150;2267,149;2267,151;2269,149",methane_mixing_ratio_bias_corrected
GAO20210726t175738p0000-A,32.387886,-101.84798,2021-07-26T17:57:38+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210726T191538_20210726T205707_19613_02_020200_20210728T125207.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210426T192050_20210426T210220_18322_03_020400_20221123T002915.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200730T184349_20200730T202519_14491_03_020400_20221111T094255.nc,OFFL,RPRO,RPRO,90;360,False,2021-04-27T19:23:27Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,S5P_OFFL_L2__CH4____20210427T190153_20210427T204323_18336_01_010400_20210429T121703.nc,2020-07-31T18:46:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,S5P_OFFL_L2__CH4____20200731T182443_20200731T200612_14505_01_010302_20200805T093109.nc,2270,150,"2270,150;2269,150;2270,149;2270,151;2271,150;2269,149;2269,151;2271,149",methane_mixing_ratio_bias_corrected
