,emit_granule_id
1000,EMIT_L2A_RFL_001_20230426T060106_2311604_027
1003,EMIT_L2A_RFL_001_20230426T073316_2311605_015
1006,EMIT_L2A_RFL_001_20230426T182239_2311612_010
1019,EMIT_L2A_RFL_001_20230428T073006_2311805_004
1020,EMIT_L2A_RFL_001_20230428T090221_2311806_007
1021,EMIT_L2A_RFL_001_20230428T090309_2311806_011
1040,EMIT_L2A_RFL_001_20230430T055532_2312004_008
1041,EMIT_L2A_RFL_001_20230430T055544_2312004_009
1048,EMIT_L2A_RFL_001_20230430T164407_2312011_001
1062,EMIT_L2A_RFL_001_20230526T142126_2314610_040
1063,EMIT_L2A_RFL_001_20230526T142126_2314610_040
1064,EMIT_L2A_RFL_001_20230526T142126_2314610_040
1078,EMIT_L2A_RFL_001_20230530T093728_2315007_032
1080,EMIT_L2A_RFL_001_20230531T102305_2315107_042
1081,EMIT_L2A_RFL_001_20230531T102316_2315107_043
1087,EMIT_L2A_RFL_001_20230601T093611_2315207_041
1089,EMIT_L2A_RFL_001_20230602T084726_2315306_035
1090,EMIT_L2A_RFL_001_20230602T084726_2315306_035
1106,EMIT_L2A_RFL_001_20230603T093232_2315407_038
1108,EMIT_L2A_RFL_001_20230603T171751_2315412_004
1109,EMIT_L2A_RFL_001_20230603T171751_2315412_004
1113,EMIT_L2A_RFL_001_20230604T180153_2315512_014
1114,EMIT_L2A_RFL_001_20230604T180205_2315512_015
1115,EMIT_L2A_RFL_001_20230604T180205_2315512_015
1116,EMIT_L2A_RFL_001_20230604T180205_2315512_015
1117,EMIT_L2A_RFL_001_20230604T180217_2315512_016
1118,EMIT_L2A_RFL_001_20230604T180217_2315512_016
1119,EMIT_L2A_RFL_001_20230604T180229_2315512_017
1120,EMIT_L2A_RFL_001_20230604T180229_2315512_017
1137,EMIT_L2A_RFL_001_20230606T070919_2315705_034
1140,EMIT_L2A_RFL_001_20230606T101459_2315707_036
1180,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1181,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1182,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1183,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1184,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1185,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1186,EMIT_L2A_RFL_001_20230608T162322_2315911_014
1187,EMIT_L2A_RFL_001_20230608T162334_2315911_015
1188,EMIT_L2A_RFL_001_20230608T162334_2315911_015
1189,EMIT_L2A_RFL_001_20230608T162334_2315911_015
1190,EMIT_L2A_RFL_001_20230608T162334_2315911_015
1191,EMIT_L2A_RFL_001_20230608T162334_2315911_015
1192,EMIT_L2A_RFL_001_20230608T162346_2315911_016
1193,EMIT_L2A_RFL_001_20230608T162346_2315911_016
1194,EMIT_L2A_RFL_001_20230608T162346_2315911_016
1195,EMIT_L2A_RFL_001_20230608T162346_2315911_016
1196,EMIT_L2A_RFL_001_20230608T162346_2315911_016
1197,EMIT_L2A_RFL_001_20230608T162346_2315911_016
1201,EMIT_L2A_RFL_001_20230610T035759_2316103_008
1202,EMIT_L2A_RFL_001_20230610T053019_2316104_006
1203,EMIT_L2A_RFL_001_20230610T053019_2316104_006
1204,EMIT_L2A_RFL_001_20230610T053019_2316104_006
1205,EMIT_L2A_RFL_001_20230610T053019_2316104_006
1206,EMIT_L2A_RFL_001_20230610T053019_2316104_006
1215,EMIT_L2A_RFL_001_20230611T061638_2316204_003
1244,EMIT_L2A_RFL_001_20230616T211343_2316714_025
1245,EMIT_L2A_RFL_001_20230616T211419_2316714_028
1246,EMIT_L2A_RFL_001_20230616T211419_2316714_028
1247,EMIT_L2A_RFL_001_20230616T211419_2316714_028
1248,EMIT_L2A_RFL_001_20230616T211419_2316714_028
1249,EMIT_L2A_RFL_001_20230616T211419_2316714_028
1250,EMIT_L2A_RFL_001_20230616T211431_2316714_029
1251,EMIT_L2A_RFL_001_20230616T211431_2316714_029
1255,EMIT_L2A_RFL_001_20230617T110830_2316807_016
1257,EMIT_L2A_RFL_001_20230617T141429_2316809_001
1259,EMIT_L2A_RFL_001_20230619T110748_2317007_009
1260,EMIT_L2A_RFL_001_20230619T110748_2317007_009
1283,EMIT_L2A_RFL_001_20230620T193644_2317113_023
1284,EMIT_L2A_RFL_001_20230620T193644_2317113_023
1285,EMIT_L2A_RFL_001_20230620T193644_2317113_023
1286,EMIT_L2A_RFL_001_20230620T193656_2317113_024
1287,EMIT_L2A_RFL_001_20230620T193656_2317113_024
1288,EMIT_L2A_RFL_001_20230620T193656_2317113_024
1289,EMIT_L2A_RFL_001_20230620T193656_2317113_024
1290,EMIT_L2A_RFL_001_20230620T193656_2317113_024
1291,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1292,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1293,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1294,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1295,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1296,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1297,EMIT_L2A_RFL_001_20230620T193708_2317113_025
1307,EMIT_L2A_RFL_001_20230622T101751_2317307_005
1310,EMIT_L2A_RFL_001_20230622T115002_2317308_008
1311,EMIT_L2A_RFL_001_20230622T115014_2317308_009
1312,EMIT_L2A_RFL_001_20230622T115037_2317308_011
1322,EMIT_L2A_RFL_001_20230623T093007_2317406_012
1323,EMIT_L2A_RFL_001_20230623T093007_2317406_012
1324,EMIT_L2A_RFL_001_20230623T093007_2317406_012
1325,EMIT_L2A_RFL_001_20230623T093007_2317406_012
1333,EMIT_L2A_RFL_001_20230624T175855_2317512_021
1334,EMIT_L2A_RFL_001_20230624T175855_2317512_021
1335,EMIT_L2A_RFL_001_20230624T175855_2317512_021
1336,EMIT_L2A_RFL_001_20230624T175855_2317512_021
1355,EMIT_L2A_RFL_001_20230626T084004_2317706_007
1356,EMIT_L2A_RFL_001_20230626T084016_2317706_008
1357,EMIT_L2A_RFL_001_20230626T101232_2317707_010
1358,EMIT_L2A_RFL_001_20230626T101232_2317707_010
1359,EMIT_L2A_RFL_001_20230626T101232_2317707_010
1360,EMIT_L2A_RFL_001_20230626T101232_2317707_010
1361,EMIT_L2A_RFL_001_20230626T101232_2317707_010
1365,EMIT_L2A_RFL_001_20230627T075201_2317805_006
1366,EMIT_L2A_RFL_001_20230627T153507_2317810_005
1367,EMIT_L2A_RFL_001_20230627T153507_2317810_005
1368,EMIT_L2A_RFL_001_20230627T153519_2317810_006
1369,EMIT_L2A_RFL_001_20230627T170859_2317811_025
1392,EMIT_L2A_RFL_001_20230629T061626_2318004_015
1393,EMIT_L2A_RFL_001_20230629T061626_2318004_015
1394,EMIT_L2A_RFL_001_20230629T061638_2318004_016
1395,EMIT_L2A_RFL_001_20230629T061638_2318004_016
1396,EMIT_L2A_RFL_001_20230629T061638_2318004_016
1397,EMIT_L2A_RFL_001_20230629T061638_2318004_016
1398,EMIT_L2A_RFL_001_20230629T061638_2318004_016
1399,EMIT_L2A_RFL_001_20230629T061650_2318004_017
1400,EMIT_L2A_RFL_001_20230629T061650_2318004_017
1401,EMIT_L2A_RFL_001_20230629T061650_2318004_017
1402,EMIT_L2A_RFL_001_20230629T061650_2318004_017
1403,EMIT_L2A_RFL_001_20230629T061650_2318004_017
1404,EMIT_L2A_RFL_001_20230629T061650_2318004_017
1407,EMIT_L2A_RFL_001_20230629T092044_2318006_007
1408,EMIT_L2A_RFL_001_20230629T092056_2318006_008
1414,EMIT_L2A_RFL_001_20230630T161728_2318111_004
1418,EMIT_L2A_RFL_001_20230725T100701_2320607_013
1419,EMIT_L2A_RFL_001_20230725T113927_2320608_036
1420,EMIT_L2A_RFL_001_20230725T113916_2320608_035
1421,EMIT_L2A_RFL_001_20230725T113927_2320608_036
1425,EMIT_L2A_RFL_001_20230726T122427_2320708_038
1434,EMIT_L2A_RFL_001_20230728T122247_2320908_038
1436,EMIT_L2A_RFL_001_20230729T100252_2321007_036
1437,EMIT_L2A_RFL_001_20230729T100252_2321007_036
1438,EMIT_L2A_RFL_001_20230729T100252_2321007_036
1442,EMIT_L2A_RFL_001_20230729T205342_2321014_008
1443,EMIT_L2A_RFL_001_20230729T205342_2321014_008
1447,EMIT_L2A_RFL_001_20230730T104812_2321107_038
1455,EMIT_L2A_RFL_001_20230731T130706_2321209_015
1456,EMIT_L2A_RFL_001_20230731T130804_2321209_016
1457,EMIT_L2A_RFL_001_20230731T191810_2321213_013
1458,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1459,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1460,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1461,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1462,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1463,EMIT_L2A_RFL_001_20230731T191846_2321213_016
1464,EMIT_L2A_RFL_001_20230731T191846_2321213_016
1465,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1466,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1467,EMIT_L2A_RFL_001_20230731T191846_2321213_016
1468,EMIT_L2A_RFL_001_20230731T191834_2321213_015
1483,EMIT_L2A_RFL_001_20230818T114559_2323008_011
1486,EMIT_L2A_RFL_001_20230818T131805_2323009_009
1492,EMIT_L2A_RFL_001_20230819T105853_2323107_010
1493,EMIT_L2A_RFL_001_20230819T105853_2323107_010
1496,EMIT_L2A_RFL_001_20230819T184332_2323112_009
1503,EMIT_L2A_RFL_001_20230820T131723_2323209_001
1504,EMIT_L2A_RFL_001_20230820T192855_2323213_028
1505,EMIT_L2A_RFL_001_20230820T192855_2323213_028
1506,EMIT_L2A_RFL_001_20230820T192855_2323213_028
1507,EMIT_L2A_RFL_001_20230820T192855_2323213_028
1509,EMIT_L2A_RFL_001_20230821T092528_2323306_020
1511,EMIT_L2A_RFL_001_20230821T184129_2323312_011
1512,EMIT_L2A_RFL_001_20230821T184129_2323312_011
1516,EMIT_L2A_RFL_001_20230822T070411_2323405_034
1518,EMIT_L2A_RFL_001_20230822T101103_2323407_006
1531,EMIT_L2A_RFL_001_20230823T092349_2323506_005
1532,EMIT_L2A_RFL_001_20230823T092349_2323506_005
1533,EMIT_L2A_RFL_001_20230823T092401_2323506_006
1561,EMIT_L2A_RFL_001_20230824T175337_2323612_023
1562,EMIT_L2A_RFL_001_20230824T175337_2323612_023
1563,EMIT_L2A_RFL_001_20230824T175337_2323612_023
1564,EMIT_L2A_RFL_001_20230824T175337_2323612_023
1565,EMIT_L2A_RFL_001_20230824T175337_2323612_023
1566,EMIT_L2A_RFL_001_20230824T175337_2323612_023
1567,EMIT_L2A_RFL_001_20230824T175349_2323612_024
1568,EMIT_L2A_RFL_001_20230824T175349_2323612_024
1569,EMIT_L2A_RFL_001_20230824T175349_2323612_024
1570,EMIT_L2A_RFL_001_20230824T175349_2323612_024
1576,EMIT_L2A_RFL_001_20230825T075005_2323705_017
1577,EMIT_L2A_RFL_001_20230825T075005_2323705_017
1580,EMIT_L2A_RFL_001_20230825T170609_2323711_011
1581,EMIT_L2A_RFL_001_20230825T170609_2323711_011
1582,EMIT_L2A_RFL_001_20230825T170557_2323711_010
1583,EMIT_L2A_RFL_001_20230825T170557_2323711_010
1586,EMIT_L2A_RFL_001_20230826T083522_2323806_002
1590,EMIT_L2A_RFL_001_20230826T100723_2323807_007
1591,EMIT_L2A_RFL_001_20230826T100735_2323807_008
1596,EMIT_L2A_RFL_001_20230828T161704_2324011_003
1597,EMIT_L2A_RFL_001_20230831T061044_2324304_003
1598,EMIT_L2A_RFL_001_20230831T061056_2324304_004
1600,EMIT_L2A_RFL_001_20230831T135424_2324309_003
1626,EMIT_L2A_RFL_001_20230923T123026_2326608_040
1627,EMIT_L2A_RFL_001_20230923T214649_2326614_012
1632,EMIT_L2A_RFL_001_20230924T223316_2326715_002
1636,EMIT_L2A_RFL_001_20230925T140134_2326809_039
1637,EMIT_L2A_RFL_001_20230925T140134_2326809_039
1638,EMIT_L2A_RFL_001_20230925T140134_2326809_039
1639,EMIT_L2A_RFL_001_20230925T140134_2326809_039
1641,EMIT_L2A_RFL_001_20230926T114119_2326908_039
1642,EMIT_L2A_RFL_001_20230926T114119_2326908_039
1643,EMIT_L2A_RFL_001_20230926T114131_2326908_040
1644,EMIT_L2A_RFL_001_20230926T114143_2326908_041
1645,EMIT_L2A_RFL_001_20230926T114143_2326908_041
1652,EMIT_L2A_RFL_001_20230928T083457_2327106_016
1657,EMIT_L2A_RFL_001_20230929T091909_2327206_030
1659,EMIT_L2A_RFL_001_20230929T105224_2327207_039
1660,EMIT_L2A_RFL_001_20230929T122534_2327208_039
1661,EMIT_L2A_RFL_001_20230929T122534_2327208_039
1662,EMIT_L2A_RFL_001_20230929T122534_2327208_039
1664,EMIT_L2A_RFL_001_20230930T100531_2327307_040
1665,EMIT_L2A_RFL_001_20230930T100543_2327307_041
1674,EMIT_L2A_RFL_001_20231001T091923_2327406_043
1675,EMIT_L2A_RFL_001_20231002T065919_2327505_017
1676,EMIT_L2A_RFL_001_20231002T083111_2327506_036
1677,EMIT_L2A_RFL_001_20231002T083147_2327506_039
1681,EMIT_L2A_RFL_001_20231002T192153_2327513_003
1702,EMIT_L2A_RFL_001_20231003T091659_2327606_039
1703,EMIT_L2A_RFL_001_20231003T170226_2327611_004
1704,EMIT_L2A_RFL_001_20231003T183441_2327612_010
1711,EMIT_L2A_RFL_001_20231004T174732_2327712_016
1712,EMIT_L2A_RFL_001_20231004T174744_2327712_017
1713,EMIT_L2A_RFL_001_20231004T174744_2327712_017
1714,EMIT_L2A_RFL_001_20231004T174744_2327712_017
1715,EMIT_L2A_RFL_001_20231004T174744_2327712_017
1716,EMIT_L2A_RFL_001_20231004T174744_2327712_017
1722,EMIT_L2A_RFL_001_20231006T065521_2327905_035
1723,EMIT_L2A_RFL_001_20231006T065521_2327905_035
1724,EMIT_L2A_RFL_001_20231006T065545_2327905_037
1725,EMIT_L2A_RFL_001_20231006T065557_2327905_038
1726,EMIT_L2A_RFL_001_20231006T065557_2327905_038
1727,EMIT_L2A_RFL_001_20231006T100206_2327907_040
1728,EMIT_L2A_RFL_001_20231006T100206_2327907_040
1729,EMIT_L2A_RFL_001_20231006T100206_2327907_040
1748,EMIT_L2A_RFL_001_20231007T152631_2328010_005
1749,EMIT_L2A_RFL_001_20231007T152631_2328010_005
1750,EMIT_L2A_RFL_001_20231007T152631_2328010_005
1756,EMIT_L2A_RFL_001_20231008T161103_2328111_014
1757,EMIT_L2A_RFL_001_20231008T161115_2328111_015
1758,EMIT_L2A_RFL_001_20231008T161115_2328111_015
1759,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1760,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1761,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1762,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1763,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1764,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1765,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1766,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1767,EMIT_L2A_RFL_001_20231008T161127_2328111_016
1785,EMIT_L2A_RFL_001_20231009T165739_2328211_001
1786,EMIT_L2A_RFL_001_20231009T165739_2328211_001
1789,EMIT_L2A_RFL_001_20231010T051848_2328304_003
1790,EMIT_L2A_RFL_001_20231010T051848_2328304_003
1791,EMIT_L2A_RFL_001_20231010T051900_2328304_004
1792,EMIT_L2A_RFL_001_20231010T051923_2328304_006
1793,EMIT_L2A_RFL_001_20231010T051923_2328304_006
1794,EMIT_L2A_RFL_001_20231010T051923_2328304_006
1799,EMIT_L2A_RFL_001_20231010T082533_2328306_006
1814,EMIT_L2A_RFL_001_20231015T140921_2328809_014
1816,EMIT_L2A_RFL_001_20231015T215309_2328814_017
1818,EMIT_L2A_RFL_001_20231016T114853_2328908_016
1819,EMIT_L2A_RFL_001_20231016T210605_2328914_026
1824,EMIT_L2A_RFL_001_20231018T101343_2329107_017
1825,EMIT_L2A_RFL_001_20231018T101343_2329107_017
1826,EMIT_L2A_RFL_001_20231018T101343_2329107_017
1827,EMIT_L2A_RFL_001_20231018T101343_2329107_017
1828,EMIT_L2A_RFL_001_20231018T101343_2329107_017
1829,EMIT_L2A_RFL_001_20231018T101343_2329107_017
1833,EMIT_L2A_RFL_001_20231018T210229_2329114_007
1839,EMIT_L2A_RFL_001_20231020T101151_2329307_011
1841,EMIT_L2A_RFL_001_20231020T192921_2329313_026
1842,EMIT_L2A_RFL_001_20231020T192921_2329313_026
1843,EMIT_L2A_RFL_001_20231020T192921_2329313_026
1844,EMIT_L2A_RFL_001_20231020T192921_2329313_026
1845,EMIT_L2A_RFL_001_20231020T192921_2329313_026
1846,EMIT_L2A_RFL_001_20231020T192921_2329313_026
1847,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1848,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1849,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1850,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1851,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1852,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1853,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1854,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1855,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1856,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1857,EMIT_L2A_RFL_001_20231020T192933_2329313_027
1858,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1859,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1860,EMIT_L2A_RFL_001_20231020T192945_2329313_028
1877,EMIT_L2A_RFL_001_20231022T083808_2329506_013
1878,EMIT_L2A_RFL_001_20231022T083819_2329506_014
1879,EMIT_L2A_RFL_001_20231022T083831_2329506_015
1886,EMIT_L2A_RFL_001_20231022T192727_2329513_006
1887,EMIT_L2A_RFL_001_20231022T192802_2329513_009
1902,EMIT_L2A_RFL_001_20231024T083639_2329706_005
1903,EMIT_L2A_RFL_001_20231024T100947_2329707_013
1927,EMIT_L2A_RFL_001_20231026T070253_2329905_013
1931,EMIT_L2A_RFL_001_20231026T175210_2329912_009
1934,EMIT_L2A_RFL_001_20231027T153239_2330010_003
1937,EMIT_L2A_RFL_001_20231028T070104_2330105_003
1938,EMIT_L2A_RFL_001_20231028T070116_2330105_004
1939,EMIT_L2A_RFL_001_20231028T083416_2330106_007
1941,EMIT_L2A_RFL_001_20231028T161900_2330111_009
1942,EMIT_L2A_RFL_001_20231028T161900_2330111_009
1943,EMIT_L2A_RFL_001_20231028T161900_2330111_009
1944,EMIT_L2A_RFL_001_20231028T161900_2330111_009
1945,EMIT_L2A_RFL_001_20231029T061404_2330204_003
1946,EMIT_L2A_RFL_001_20231029T061404_2330204_003
1979,EMIT_L2A_RFL_001_20231127T140054_2333109_012
1980,EMIT_L2A_RFL_001_20231127T201249_2333113_015
1986,EMIT_L2A_RFL_001_20231129T092012_2333306_033
1987,EMIT_L2A_RFL_001_20231129T092012_2333306_033
1988,EMIT_L2A_RFL_001_20231129T092012_2333306_033
1989,EMIT_L2A_RFL_001_20231129T092012_2333306_033
1990,EMIT_L2A_RFL_001_20231129T092012_2333306_033
1991,EMIT_L2A_RFL_001_20231129T092024_2333306_034
1995,EMIT_L2A_RFL_001_20231130T100700_2333407_045
2002,EMIT_L2A_RFL_001_20231201T091939_2333506_040
2003,EMIT_L2A_RFL_001_20231201T183525_2333512_014
2004,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2005,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2006,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2007,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2008,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2009,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2010,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2011,EMIT_L2A_RFL_001_20231201T183549_2333512_016
2012,EMIT_L2A_RFL_001_20231201T183601_2333512_017
2016,EMIT_L2A_RFL_001_20231202T083125_2333606_036
2038,EMIT_L2A_RFL_001_20231204T082921_2333806_040
2039,EMIT_L2A_RFL_001_20231204T083032_2333806_046
2046,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2047,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2048,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2049,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2050,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2051,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2052,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2053,EMIT_L2A_RFL_001_20231205T165825_2333911_013
2060,EMIT_L2A_RFL_001_20231220T100611_2335407_005
2062,EMIT_L2A_RFL_001_20231221T170116_2335511_002
2064,EMIT_L2A_RFL_001_20231222T083041_2335606_013
2065,EMIT_L2A_RFL_001_20231222T083041_2335606_013
2066,EMIT_L2A_RFL_001_20231222T083041_2335606_013
2073,EMIT_L2A_RFL_001_20231224T100100_2335807_003
2074,EMIT_L2A_RFL_001_20231224T174522_2335812_005
2075,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2076,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2077,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2078,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2079,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2080,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2081,EMIT_L2A_RFL_001_20231224T174533_2335812_006
2082,EMIT_L2A_RFL_001_20231224T174545_2335812_007
2083,EMIT_L2A_RFL_001_20231224T174545_2335812_007
2084,EMIT_L2A_RFL_001_20231224T174545_2335812_007
2090,EMIT_L2A_RFL_001_20231226T065426_2336005_002
2091,EMIT_L2A_RFL_001_20231226T065438_2336005_003
2092,EMIT_L2A_RFL_001_20231226T065450_2336005_004
2129,EMIT_L2A_RFL_001_20240125T134923_2402509_005
2141,EMIT_L2A_RFL_001_20240127T195904_2402713_008
2142,EMIT_L2A_RFL_001_20240127T195904_2402713_008
2143,EMIT_L2A_RFL_001_20240127T195904_2402713_008
2144,EMIT_L2A_RFL_001_20240127T195915_2402713_009
2145,EMIT_L2A_RFL_001_20240127T195904_2402713_008
2146,EMIT_L2A_RFL_001_20240127T195915_2402713_009
2147,EMIT_L2A_RFL_001_20240127T195904_2402713_008
2155,EMIT_L2A_RFL_001_20240129T090750_2402906_014
2162,EMIT_L2A_RFL_001_20240129T182622_2402912_015
2163,EMIT_L2A_RFL_001_20240129T182622_2402912_015
2164,EMIT_L2A_RFL_001_20240129T182622_2402912_015
2165,EMIT_L2A_RFL_001_20240129T182622_2402912_015
2166,EMIT_L2A_RFL_001_20240129T195857_2402913_005
2188,EMIT_L2A_RFL_001_20240130T173950_2403012_012
2189,EMIT_L2A_RFL_001_20240130T173950_2403012_012
2192,EMIT_L2A_RFL_001_20240131T090823_2403106_011
2213,EMIT_L2A_RFL_001_20240202T165045_2403311_004
2214,EMIT_L2A_RFL_001_20240202T165144_2403311_009
2215,EMIT_L2A_RFL_001_20240202T165156_2403311_010
2216,EMIT_L2A_RFL_001_20240202T165156_2403311_010
2217,EMIT_L2A_RFL_001_20240202T165156_2403311_010
2218,EMIT_L2A_RFL_001_20240202T165156_2403311_010
2222,EMIT_L2A_RFL_001_20240203T082109_2403406_029
2230,EMIT_L2A_RFL_001_20240203T160447_2403411_008
2231,EMIT_L2A_RFL_001_20240203T160511_2403411_010
2232,EMIT_L2A_RFL_001_20240204T165003_2403511_008
2242,EMIT_L2A_RFL_001_20240212T214756_2404314_021
2243,EMIT_L2A_RFL_001_20240212T214808_2404314_022
2244,EMIT_L2A_RFL_001_20240212T214820_2404314_023
2245,EMIT_L2A_RFL_001_20240212T214820_2404314_023
2246,EMIT_L2A_RFL_001_20240212T214820_2404314_023
2247,EMIT_L2A_RFL_001_20240212T214832_2404314_024
2248,EMIT_L2A_RFL_001_20240212T214832_2404314_024
2249,EMIT_L2A_RFL_001_20240212T214843_2404314_025
2250,EMIT_L2A_RFL_001_20240212T214843_2404314_025
2253,EMIT_L2A_RFL_001_20240213T114455_2404408_013
2257,EMIT_L2A_RFL_001_20240214T092407_2404506_020
2258,EMIT_L2A_RFL_001_20240214T105745_2404507_024
2272,EMIT_L2A_RFL_001_20240216T140040_2404709_004
2273,EMIT_L2A_RFL_001_20240216T201122_2404713_016
2293,EMIT_L2A_RFL_001_20240217T052842_2404804_016
2294,EMIT_L2A_RFL_001_20240217T052842_2404804_016
2295,EMIT_L2A_RFL_001_20240217T052842_2404804_016
2296,EMIT_L2A_RFL_001_20240217T100816_2404807_012
2306,EMIT_L2A_RFL_001_20240223T161201_2405411_018
2313,EMIT_L2A_RFL_001_20240224T165801_2405511_015
2336,EMIT_L2A_RFL_001_20240225T021512_2405602_013
2340,EMIT_L2A_RFL_001_20240226T074044_2405705_006
2341,EMIT_L2A_RFL_001_20240226T074056_2405705_007
2342,EMIT_L2A_RFL_001_20240226T074056_2405705_007
2344,EMIT_L2A_RFL_001_20240226T091316_2405706_006
2345,EMIT_L2A_RFL_001_20240226T091316_2405706_006
2346,EMIT_L2A_RFL_001_20240226T091316_2405706_006
2352,EMIT_L2A_RFL_001_20240227T095957_2405807_001
2379,EMIT_L2A_RFL_001_20240323T114142_2408308_012
2380,EMIT_L2A_RFL_001_20240323T114153_2408308_013
2381,EMIT_L2A_RFL_001_20240323T144813_2408310_003
2384,EMIT_L2A_RFL_001_20240323T210012_2408314_008
2385,EMIT_L2A_RFL_001_20240324T201344_2408413_009
2409,EMIT_L2A_RFL_001_20240327T100708_2408707_010
2410,EMIT_L2A_RFL_001_20240327T100708_2408707_010
2411,EMIT_L2A_RFL_001_20240327T100708_2408707_010
2412,EMIT_L2A_RFL_001_20240327T131334_2408709_001
2413,EMIT_L2A_RFL_001_20240327T131334_2408709_001
2421,EMIT_L2A_RFL_001_20240328T105328_2408807_023
2422,EMIT_L2A_RFL_001_20240328T105328_2408807_023
2423,EMIT_L2A_RFL_001_20240328T105340_2408807_024
2424,EMIT_L2A_RFL_001_20240328T105436_2408807_027
2429,EMIT_L2A_RFL_001_20240328T201048_2408813_003
2433,EMIT_L2A_RFL_001_20240329T100659_2408907_009
2441,EMIT_L2A_RFL_001_20240331T083138_2409106_016
2442,EMIT_L2A_RFL_001_20240331T113753_2409108_006
2443,EMIT_L2A_RFL_001_20240331T113753_2409108_006
2444,EMIT_L2A_RFL_001_20240331T113753_2409108_006
2445,EMIT_L2A_RFL_001_20240331T113753_2409108_006
2446,EMIT_L2A_RFL_001_20240331T113753_2409108_006
2451,EMIT_L2A_RFL_001_20240414T145436_2410510_002
2485,EMIT_L2A_RFL_001_20240416T114738_2410708_028
2494,EMIT_L2A_RFL_001_20240417T105919_2410807_020
2495,EMIT_L2A_RFL_001_20240417T105919_2410807_020
2496,EMIT_L2A_RFL_001_20240417T105931_2410807_021
2499,EMIT_L2A_RFL_001_20240418T101036_2410907_026
2509,EMIT_L2A_RFL_001_20240419T092423_2411006_028
2510,EMIT_L2A_RFL_001_20240419T092423_2411006_028
2511,EMIT_L2A_RFL_001_20240419T092423_2411006_028
2512,EMIT_L2A_RFL_001_20240419T092423_2411006_028
2513,EMIT_L2A_RFL_001_20240419T092423_2411006_028
2514,EMIT_L2A_RFL_001_20240419T092435_2411006_029
2515,EMIT_L2A_RFL_001_20240419T092435_2411006_029
2516,EMIT_L2A_RFL_001_20240419T092435_2411006_029
2517,EMIT_L2A_RFL_001_20240419T092447_2411006_030
2518,EMIT_L2A_RFL_001_20240419T092447_2411006_030
