plume_id,datetime,plume_latitude,plume_longitude,l89_path
emi20230224t121654p08045-A,2023-02-24 12:16:54+00:00,-22.5330533840346,26.99403991007628,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t121654p08045-A_l89_sr_LANDSAT_9_20230225T080758Z.tif
emi20230224t181417p12035-B,2023-02-24 18:14:17+00:00,19.65187766928252,-99.27803650969898,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181417p12035-B_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230224t181417p12035-D,2023-02-24 18:14:17+00:00,19.585092460488,-99.20911456868618,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181417p12035-D_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230224t181429p12036-A,2023-02-24 18:14:29+00:00,19.32462398654636,-98.81518769478004,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181429p12036-A_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230224t181429p12036-B,2023-02-24 18:14:29+00:00,19.32349264499188,-98.80331333593038,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181429p12036-B_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230224t181429p12036-C,2023-02-24 18:14:29+00:00,19.403673852814144,-98.84233486183544,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181429p12036-C_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230224t181429p12036-D,2023-02-24 18:14:29+00:00,19.458023975954035,-99.01784875474124,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181429p12036-D_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230224t181441p12037-A,2023-02-24 18:14:41+00:00,18.98238695565472,-98.1378705354638,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230224t181441p12037-A_l89_sr_LANDSAT_8_20230225T170003Z.tif
emi20230225t050619p03020-D,2023-02-25 05:06:19+00:00,14.057096721633116,99.97310977756666,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230225t050619p03020-D_l89_sr_LANDSAT_9_20230226T034413Z.tif
emi20230225t050619p03020-E,2023-02-25 05:06:19+00:00,14.055507249114685,99.96362474917515,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_L89_L2SR_by_gee/emi20230225t050619p03020-E_l89_sr_LANDSAT_9_20230226T034413Z.tif
