plume_id,error
GAO20230821t163453p0000-B,Input plume.tif missing
GAO20230821t163453p0000-C,Input plume.tif missing
GAO20240514t185646p0000-C,Input plume.tif missing
ang20171026t194120-A,Input plume.tif missing
