plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,has_emit,emit_granule_id,simulated_512_path
emi20230205t171255p12007-K,32.32186555292475,-103.78571426130598,2023-02-05 17:12:55+00:00,Oil & Gas (1B2),CH4,mfa,"[-103.81878103843056, 32.29876213795164, -103.75256124471723, 32.354718677752146]",emi,production,2023-06-23 15:44:50.286381+00:00,2025-03-25 22:35:34.717800+00:00,v3,3.18.1,,,,497.36069455094287,324.54813299526603,1.3031494617462158,0.7468862533569336,190.4099578857422,89.03517150878906,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-K/emi20230205t171255p12007-K_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-K/emi20230205t171255p12007-K_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-K/emi20230205t171255p12007-K_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-K/emi20230205t171255p12007-K_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-K/emi20230205t171255p12007-K_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230205T171255_2303612_007,
emi20230205t171255p12007-L,32.20324631988588,-104.01237045984564,2023-02-05 17:12:55+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.0412300071092, 32.190431193538046, -103.97392336780074, 32.2468830399677]",emi,production,2023-06-23 15:45:22.687281+00:00,2025-03-25 23:30:44.357666+00:00,v3,3.18.1,,,,1046.6717153272775,438.4377345870797,1.008499264717102,0.4074273109436035,17.71034049987793,89.12606048583984,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-L/emi20230205t171255p12007-L_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-L/emi20230205t171255p12007-L_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-L/emi20230205t171255p12007-L_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-L/emi20230205t171255p12007-L_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-L/emi20230205t171255p12007-L_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230205T171255_2303612_007,
emi20230205t171255p12007-M,32.15171867190699,-104.07134027586432,2023-02-05 17:12:55+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.10383949221615, 32.11954915066687, -104.03716539923956, 32.176000669687255]",emi,production,2023-06-23 15:45:55.178416+00:00,2025-03-25 23:30:40.028443+00:00,v3,3.18.1,,,,572.5870124251327,224.9035221338985,0.720278799533844,0.2571890354156494,36.482723236083984,89.6137924194336,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-M/emi20230205t171255p12007-M_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-M/emi20230205t171255p12007-M_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-M/emi20230205t171255p12007-M_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-M/emi20230205t171255p12007-M_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-M/emi20230205t171255p12007-M_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230205T171255_2303612_007,
emi20230205t171255p12007-N,32.150647994300726,-103.9956223542416,2023-02-05 17:12:55+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.02864601984214, 32.121944477838674, -103.96197104387343, 32.17839526143799]",emi,production,2023-06-23 15:46:55.314717+00:00,2025-03-25 23:02:30.674827+00:00,v3,3.18.1,,,,630.7502392001088,268.8522855992581,0.955651879310608,0.3801761567592621,323.9493408203125,73.15526580810547,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-N/emi20230205t171255p12007-N_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-N/emi20230205t171255p12007-N_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-N/emi20230205t171255p12007-N_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-N/emi20230205t171255p12007-N_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171255p12007-N/emi20230205t171255p12007-N_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230205T171255_2303612_007,
emi20230205t171406p12013-A,35.75831808023095,-100.13869117552392,2023-02-05 17:14:06+00:00,Oil & Gas (1B2),CH4,mfa,"[-100.17391955001429, 35.7300686370483, -100.10596310428478, 35.785215020021354]",emi,production,2023-06-20 20:32:39.608381+00:00,2025-08-23 02:55:04.649847+00:00,v3,3.18.1,,,,1489.7201686759222,442.25507461585926,1.891689777374268,0.4537823498249054,357.8710327148437,52.86488342285156,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171406p12013-A/emi20230205t171406p12013-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171406p12013-A/emi20230205t171406p12013-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/05/emi20230205t171406p12013-A/emi20230205t171406p12013-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171406p12013-A/emi20230205t171406p12013-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171406p12013-A/emi20230205t171406p12013-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230205T171406_2303612_013,
emi20230205t171454p12017-A,37.378757736056826,-97.96561728147688,2023-02-05 17:14:54+00:00,Solid Waste (6A),CH4,mfa,"[-97.99751950693677, 37.358522059555355, -97.92865800897663, 37.412765432464546]",emi,production,2023-06-16 20:38:04.022475+00:00,2025-03-25 22:33:41.332876+00:00,v3,3.18.1,,,,,,1.1876617670059204,0.2138729989528656,239.0032196044922,60.41716766357422,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171454p12017-A/emi20230205t171454p12017-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171454p12017-A/emi20230205t171454p12017-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/05/emi20230205t171454p12017-A/emi20230205t171454p12017-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171454p12017-A/emi20230205t171454p12017-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/05/emi20230205t171454p12017-A/emi20230205t171454p12017-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230205T171442_2303612_016,
emi20230206t053232p04015-A,23.60150985955302,57.88710364396886,2023-02-06 05:32:32+00:00,Solid Waste (6A),CH4,mfa,"[57.85875317936614, 23.57117001026732, 57.92250830759174, 23.63010955859739]",emi,production,2024-03-14 18:54:31.482963+00:00,2025-03-25 22:40:37.733520+00:00,v3,3.18.1,,,,804.3279216419762,400.6618265285202,1.3333333333333333,0.5683707130823261,2.997252795284986,4.2440952968339465,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t053232p04015-A/emi20230206t053232p04015-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t053232p04015-A/emi20230206t053232p04015-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/06/emi20230206t053232p04015-A/emi20230206t053232p04015-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t053232p04015-A/emi20230206t053232p04015-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t053232p04015-A/emi20230206t053232p04015-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230206T053232_2303704_015,
emi20230206t162538p11006-A,31.63635821988396,-98.96069702491197,2023-02-06 16:25:38+00:00,Oil & Gas (1B2),CH4,mfa,"[-98.99293585788898, 31.607735302295815, -98.9271191941065, 31.66377159229287]",emi,production,2023-06-21 20:47:48.651798+00:00,2025-08-27 20:05:16.241190+00:00,v3,3.18.1,,,,,,6.477485179901123,1.19642436504364,182.7783050537109,6.922598838806152,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162538p11006-A/emi20230206t162538p11006-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162538p11006-A/emi20230206t162538p11006-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/06/emi20230206t162538p11006-A/emi20230206t162538p11006-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162538p11006-A/emi20230206t162538p11006-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162538p11006-A/emi20230206t162538p11006-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230206T162538_2303711_006,
emi20230206t162801p11014-B,38.174548139326106,-90.77126904970864,2023-02-06 16:28:01+00:00,Solid Waste (6A),CH4,mfa,"[-90.80645456787752, 38.14750878915508, -90.7369338635435, 38.20216098674405]",emi,production,2023-06-16 18:38:00.931486+00:00,2025-03-25 23:03:49.568125+00:00,v3,3.18.1,,,,2352.7947239854184,718.4295338893842,4.63767671585083,0.8699380159378052,142.52267456054688,1.8142797946929927,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162801p11014-B/emi20230206t162801p11014-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162801p11014-B/emi20230206t162801p11014-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/06/emi20230206t162801p11014-B/emi20230206t162801p11014-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162801p11014-B/emi20230206t162801p11014-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/06/emi20230206t162801p11014-B/emi20230206t162801p11014-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230206T162801_2303711_014,
emi20230207t045135p04015-A,39.32909550546424,83.1848090051011,2023-02-07 04:51:35+00:00,Oil & Gas (1B2),CH4,mfa,"[83.15967383835208, 39.309524705144895, 83.23029775690972, 39.364147558327396]",emi,production,2023-11-09 01:32:31.428979+00:00,2025-03-25 22:40:18.567463+00:00,v3,3.18.1,,,,558.3781703799741,183.8638005277222,1.638888888888889,0.3000342915929566,231.0,2.449769646614131,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/07/emi20230207t045135p04015-A/emi20230207t045135p04015-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/07/emi20230207t045135p04015-A/emi20230207t045135p04015-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/07/emi20230207t045135p04015-A/emi20230207t045135p04015-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/07/emi20230207t045135p04015-A/emi20230207t045135p04015-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/07/emi20230207t045135p04015-A/emi20230207t045135p04015-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230207T045135_2303804_015,
emi20230214t103410p07030-A,28.052833094875,69.36851735295562,2023-02-14 10:34:10+00:00,Oil & Gas (1B2),CH4,mfa,"[69.33395232102009, 28.023984342746296, 69.40113303804748, 28.08276088509298]",emi,production,2024-12-17 19:44:25.669521+00:00,2025-03-25 23:01:25.351421+00:00,v3,3.18.1,,,,481.4290167287836,113.28024959110355,0.925925925925926,0.0570779074348979,26.671458445505472,28.889020471534923,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103410p07030-A/emi20230214t103410p07030-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103410p07030-A/emi20230214t103410p07030-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/14/emi20230214t103410p07030-A/emi20230214t103410p07030-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103410p07030-A/emi20230214t103410p07030-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103410p07030-A/emi20230214t103410p07030-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230214T103410_2304507_030,
emi20230214t103422p07031-A,27.13943033228884,69.75281853314453,2023-02-14 10:34:22+00:00,Oil & Gas (1B2),CH4,mfa,"[69.72891785668105, 27.129023000112333, 69.7951455270255, 27.187948889226263]",emi,production,2023-06-21 18:26:48.088093+00:00,2025-03-25 23:04:24.277297+00:00,v3,3.18.1,,,,1214.1184704666323,302.52071961590184,2.805555555555556,0.1937819401523734,203.3098891152396,9.118741471836,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103422p07031-A/emi20230214t103422p07031-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103422p07031-A/emi20230214t103422p07031-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/14/emi20230214t103422p07031-A/emi20230214t103422p07031-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103422p07031-A/emi20230214t103422p07031-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103422p07031-A/emi20230214t103422p07031-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230214T103422_2304507_031,
emi20230214t103457p07034-B,25.902411538409098,71.57347931042517,2023-02-14 10:34:57+00:00,Oil & Gas (1B2),CH4,mfa,"[71.54106473309912, 25.881765786087588, 71.60704528538808, 25.941113345839764]",emi,production,2023-06-23 16:39:44.607234+00:00,2025-03-25 23:02:59.206935+00:00,v3,3.18.1,,,,1838.821989738255,260.9508682409494,2.4814814814814814,0.2057973219527116,195.0001015623428,1.4142674144356115,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103457p07034-B/emi20230214t103457p07034-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103457p07034-B/emi20230214t103457p07034-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/14/emi20230214t103457p07034-B/emi20230214t103457p07034-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103457p07034-B/emi20230214t103457p07034-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t103457p07034-B/emi20230214t103457p07034-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230214T103457_2304507_034,
emi20230214t194829p13003-A,35.34683050143964,-80.66482369365501,2023-02-14 19:48:29+00:00,Solid Waste (6A),CH4,mfa,"[-80.70022286638303, 35.3217632650101, -80.63228701427266, 35.37766454204608]",emi,production,2023-06-21 22:18:00.923581+00:00,2025-03-25 23:06:04.510166+00:00,v3,3.18.1,,,,3114.85634545283,620.4432150231829,3.107541799545288,0.4380137920379638,135.09425354003906,3.868322134017944,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-A/emi20230214t194829p13003-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-A/emi20230214t194829p13003-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-A/emi20230214t194829p13003-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-A/emi20230214t194829p13003-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-A/emi20230214t194829p13003-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230214T194829_2304513_003,
emi20230214t194829p13003-B,35.33869873570474,-80.65833611836422,2023-02-14 19:48:29+00:00,Solid Waste (6A),CH4,mfa,"[-80.69963020938697, 35.32028697650738, -80.62989180781541, 35.37667862012969]",emi,production,2023-06-21 22:13:46.662110+00:00,2025-03-25 22:37:27.424751+00:00,v3,3.18.1,,,,2442.4028197632174,959.6400355555502,2.996941089630127,0.4617251455783844,135.17601013183594,7.344301223754883,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-B/emi20230214t194829p13003-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-B/emi20230214t194829p13003-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-B/emi20230214t194829p13003-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-B/emi20230214t194829p13003-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/14/emi20230214t194829p13003-B/emi20230214t194829p13003-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230214T194829_2304513_003,
emi20230215t063626p04003-B,39.47483694523956,107.13708643275248,2023-02-15 06:36:26+00:00,Coal Mining (1B1a),CH4,mfa,"[107.10981491854918, 39.447741789882166, 107.18087972849989, 39.502596724065995]",emi,production,2023-06-21 17:55:33.839893+00:00,2025-03-25 23:04:37.913431+00:00,v3,3.18.1,,,,2845.911383203561,560.0480084775708,3.4444444444444446,0.2233766311447188,240.3391242227381,10.64789921725907,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063626p04003-B/emi20230215t063626p04003-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063626p04003-B/emi20230215t063626p04003-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/15/emi20230215t063626p04003-B/emi20230215t063626p04003-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063626p04003-B/emi20230215t063626p04003-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063626p04003-B/emi20230215t063626p04003-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230215T063626_2304604_003,
emi20230215t063725p04008-A,37.43742229017025,110.8443464377853,2023-02-15 06:37:25+00:00,Coal Mining (1B1a),CH4,mfa,"[110.81671326815845, 37.418664832835795, 110.88531007999843, 37.47360752526233]",emi,production,2023-08-21 15:04:57.597745+00:00,2025-03-25 22:44:15.237411+00:00,v3,3.18.1,,,,2378.463615246996,388.7420750295212,3.990740740740741,0.419026240703139,224.32291521334565,6.950607984853504,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063725p04008-A/emi20230215t063725p04008-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063725p04008-A/emi20230215t063725p04008-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/02/15/emi20230215t063725p04008-A/emi20230215t063725p04008-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063725p04008-A/emi20230215t063725p04008-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/02/15/emi20230215t063725p04008-A/emi20230215t063725p04008-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230215T063725_2304604_008,
