plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,has_emit,emit_granule_id,sim_path,mask_path
GAO20230819t193458p0000-A,31.746851847553984,-102.21322906794684,2023-08-19 19:34:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.21688792402999, 31.745117851262727, -102.21075373377042, 31.750289234418858]",GAO,production,2023-12-08 17:02:07.183144+00:00,2025-03-25 22:57:48.288792+00:00,v1,,,,,200.74445563327475,72.20085767770715,5.87890625,0.29345703125,144.30876953878467,7.809151641848605,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-A/GAO20230819t193458p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-A/GAO20230819t193458p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-A/GAO20230819t193458p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-A/GAO20230819t193458p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t193458p0000-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t193458p0000-A/mask_30m_512.tif
GAO20230819t193458p0000-G,31.7248685480959,-102.19324981565464,2023-08-19 19:34:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.19697220350402, 31.723174581892827, -102.19083952480892, 31.728345915546715]",GAO,production,2024-01-02 20:41:48.002533+00:00,2025-03-25 22:52:24.452050+00:00,v1,,,,,,,5.921875,0.292724609375,144.5216118937006,7.985495561555069,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-G/GAO20230819t193458p0000-G_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-G/GAO20230819t193458p0000-G_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-G/GAO20230819t193458p0000-G_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-G/GAO20230819t193458p0000-G_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t193458p0000-G_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t193458p0000-G/mask_30m_512.tif
GAO20230819t193458p0000-N,31.63584931782005,-102.18619567693774,2023-08-19 19:34:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.1893975627873, 31.633284839552648, -102.183270649295, 31.638501284598544]",GAO,production,2024-01-02 20:41:48.078550+00:00,2025-03-25 23:31:43.601875+00:00,v1,,,,,,,5.96875,0.267578125,143.429000192552,9.099763456018712,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-N/GAO20230819t193458p0000-N_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-N/GAO20230819t193458p0000-N_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-N/GAO20230819t193458p0000-N_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-N/GAO20230819t193458p0000-N_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t193458p0000-N_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t193458p0000-N/mask_30m_512.tif
GAO20230819t193458p0000-T,31.69866693034433,-102.1950057518928,2023-08-19 19:34:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.1986343766213, 31.695979970664315, -102.19255632724096, 31.701196289563534]",GAO,production,2024-01-02 20:41:48.534489+00:00,2025-03-25 22:54:44.202098+00:00,v1,,,,,,,5.953125,0.28564453125,144.43055725097656,8.425210952758789,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-T/GAO20230819t193458p0000-T_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-T/GAO20230819t193458p0000-T_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-T/GAO20230819t193458p0000-T_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t193458p0000-T/GAO20230819t193458p0000-T_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t193458p0000-T_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t193458p0000-T/mask_30m_512.tif
GAO20230819t194058p0000-A,31.764483073715223,-102.2269995233079,2023-08-19 19:40:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.2320048316837, 31.763575871714835, -102.22322482613095, 31.77104057293858]",GAO,production,2023-12-08 17:02:17.481776+00:00,2025-03-25 22:34:43.580817+00:00,v1,,,,,399.49527003182845,84.4198279782328,5.81640625,0.3037109375,144.33296206882486,8.229969601757356,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-A/GAO20230819t194058p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-A/GAO20230819t194058p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-A/GAO20230819t194058p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-A/GAO20230819t194058p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t194058p0000-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t194058p0000-A/mask_30m_512.tif
GAO20230819t194058p0000-B,31.74689069530669,-102.2132920818718,2023-08-19 19:40:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.2166349240599, 31.744752869764223, -102.21055363789742, 31.74996922090955]",GAO,production,2023-12-08 17:02:07.227522+00:00,2025-03-25 22:57:40.146606+00:00,v1,,,,,,,5.87890625,0.29345703125,144.30876953878467,7.809151641848605,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-B/GAO20230819t194058p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-B/GAO20230819t194058p0000-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-B/GAO20230819t194058p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-B/GAO20230819t194058p0000-B_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t194058p0000-B_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t194058p0000-B/mask_30m_512.tif
GAO20230819t194058p0000-F,31.69410045523273,-102.21413015904216,2023-08-19 19:40:58+00:00,Oil & Gas (1B2),CH4,mf,"[-102.21811102988246, 31.69185163107288, -102.21198033139504, 31.697023041406798]",GAO,production,2024-01-02 20:41:47.968845+00:00,2025-03-25 22:35:35.979442+00:00,v1,,,,,,,5.953125,0.28564453125,144.43578373659022,8.435721954461656,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-F/GAO20230819t194058p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-F/GAO20230819t194058p0000-F_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-F/GAO20230819t194058p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194058p0000-F/GAO20230819t194058p0000-F_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t194058p0000-F_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t194058p0000-F/mask_30m_512.tif
GAO20230819t194733p0000-A,31.78479418801315,-102.24497736190662,2023-08-19 19:47:33+00:00,Oil & Gas (1B2),CH4,mf,"[-102.24845410834604, 31.782054221794443, -102.24231722871556, 31.787270776432]",GAO,production,2024-01-02 20:41:47.901973+00:00,2025-03-25 23:31:35.415370+00:00,v1,,,,,42.757650070024255,2.16530976046713,5.78515625,0.29296875,144.41600350875387,8.248110580668888,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-A/GAO20230819t194733p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-A/GAO20230819t194733p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-A/GAO20230819t194733p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-A/GAO20230819t194733p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t194733p0000-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t194733p0000-A/mask_30m_512.tif
GAO20230819t194733p0000-F,31.70411721427556,-102.25289720480906,2023-08-19 19:47:33+00:00,Oil & Gas (1B2),CH4,mf,"[-102.25641018938528, 31.702060236982433, -102.25027853844092, 31.70727685117011]",GAO,production,2024-01-02 20:41:47.936140+00:00,2025-03-25 22:57:16.560728+00:00,v1,,,,,30.89573505816229,12.338987355000176,5.921875,0.308349609375,143.99743585603713,8.563344496246726,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-F/GAO20230819t194733p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-F/GAO20230819t194733p0000-F_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-F/GAO20230819t194733p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t194733p0000-F/GAO20230819t194733p0000-F_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t194733p0000-F_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t194733p0000-F/mask_30m_512.tif
GAO20230819t195323p0000-C,31.67432435392068,-102.24898357319114,2023-08-19 19:53:23+00:00,Oil & Gas (1B2),CH4,mf,"[-102.25229065691535, 31.671854059796683, -102.2462141368314, 31.677025454521065]",GAO,production,2023-12-08 17:02:51.926211+00:00,2025-03-25 23:31:14.471711+00:00,v1,,,,,,,5.94140625,0.27587890625,143.10160190487662,9.218771618047452,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-C/GAO20230819t195323p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-C/GAO20230819t195323p0000-C_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-C/GAO20230819t195323p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-C/GAO20230819t195323p0000-C_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t195323p0000-C_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t195323p0000-C/mask_30m_512.tif
GAO20230819t195323p0000-F,31.734471323407817,-102.28065710889518,2023-08-19 19:53:23+00:00,Oil & Gas (1B2),CH4,mf,"[-102.28402066881044, 31.731823893233916, -102.27788696963935, 31.737040574752907]",GAO,production,2023-12-08 17:02:43.055597+00:00,2025-03-25 23:31:41.989222+00:00,v1,,,,,292.5242070800173,61.14776654909628,5.8828125,0.3125,144.04904476540577,8.406949855785474,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-F/GAO20230819t195323p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-F/GAO20230819t195323p0000-F_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-F/GAO20230819t195323p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-F/GAO20230819t195323p0000-F_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t195323p0000-F_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t195323p0000-F/mask_30m_512.tif
GAO20230819t195323p0000-G,31.82106838274889,-102.27049719036977,2023-08-19 19:53:23+00:00,Oil & Gas (1B2),CH4,mf,"[-102.27387705268141, 31.818627737416243, -102.26779074756013, 31.823844224307667]",GAO,production,2024-01-02 20:41:48.044993+00:00,2025-03-25 23:31:42.119848+00:00,v1,,,,,,,5.8828125,0.31787109375,144.4224648677087,8.417130907144129,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-G/GAO20230819t195323p0000-G_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-G/GAO20230819t195323p0000-G_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-G/GAO20230819t195323p0000-G_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t195323p0000-G/GAO20230819t195323p0000-G_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t195323p0000-G_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t195323p0000-G/mask_30m_512.tif
GAO20230819t200018p0000-A,31.66173513869974,-102.2971558599184,2023-08-19 20:00:18+00:00,Oil & Gas (1B2),CH4,mf,"[-102.30036528448532, 31.65935458921136, -102.29428941189865, 31.66452612876479]",GAO,production,2024-01-02 20:41:47.860322+00:00,2025-03-25 22:55:04.316857+00:00,v1,,,,,199.39854356604243,29.1305913777656,6.1953125,0.36669921875,136.33410021106624,6.062419965493362,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-A/GAO20230819t200018p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-A/GAO20230819t200018p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-A/GAO20230819t200018p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-A/GAO20230819t200018p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t200018p0000-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t200018p0000-A/mask_30m_512.tif
GAO20230819t200018p0000-B,31.73447496103782,-102.28060001262276,2023-08-19 20:00:18+00:00,Oil & Gas (1B2),CH4,mf,"[-102.28401671340721, 31.731959103270775, -102.27788315498495, 31.737130688435435]",GAO,production,2023-12-08 17:02:43.011290+00:00,2025-03-25 23:33:43.615918+00:00,v1,,,,,,,6.25390625,0.386474609375,136.31576798333393,6.683457373573029,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-B/GAO20230819t200018p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-B/GAO20230819t200018p0000-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-B/GAO20230819t200018p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-B/GAO20230819t200018p0000-B_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t200018p0000-B_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t200018p0000-B/mask_30m_512.tif
GAO20230819t200018p0000-C,31.75806434338257,-102.28672678854456,2023-08-19 20:00:18+00:00,Oil & Gas (1B2),CH4,mf,"[-102.29159859038123, 31.75601854981025, -102.28551631286172, 31.761235116472022]",GAO,production,2023-12-08 17:02:25.712513+00:00,2025-03-25 22:55:59.803768+00:00,v1,,,,,837.9291122622063,397.0512157082804,6.234375,0.37255859375,136.60366045684995,5.831890220931209,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-C/GAO20230819t200018p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-C/GAO20230819t200018p0000-C_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-C/GAO20230819t200018p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/19/GAO20230819t200018p0000-C/GAO20230819t200018p0000-C_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230819t200018p0000-C_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230819t200018p0000-C/mask_30m_512.tif
GAO20230820t160517p0000-A,31.75800794526748,-102.28662017703437,2023-08-20 16:05:17+00:00,Oil & Gas (1B2),CH4,mf,"[-102.29096328408225, 31.756093961787972, -102.28482796634925, 31.761310652453883]",GAO,production,2024-01-02 20:41:48.606943+00:00,2025-03-25 22:54:46.594954+00:00,v1,,,,,451.8703085458872,74.24073464998978,6.42578125,0.2142333984375,143.74495108317845,9.137099495168634,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/20/GAO20230820t160517p0000-A/GAO20230820t160517p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/20/GAO20230820t160517p0000-A/GAO20230820t160517p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/20/GAO20230820t160517p0000-A/GAO20230820t160517p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/20/GAO20230820t160517p0000-A/GAO20230820t160517p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230820T192855_2323213_028,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/GAO20230820t160517p0000-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/GAO20230820t160517p0000-A/mask_30m_512.tif
