wavelength,b1,b2,b3,b4,b5,b6,b7
460.00000073600006,0.0,0.879366,0.0,0.0,0.0,0.0,0.0
460.99999935460005,0.0,0.881822,0.0,0.0,0.0,0.0,0.0
462.00000096096,0.0,0.881104,0.0,0.0,0.0,0.0,0.0
463.00000081951003,0.0,0.882394,0.0,0.0,0.0,0.0,0.0
464.00000081664,0.0,0.88808,0.0,0.0,0.0,0.0,0.0
465.00000095325,0.0,0.89366,0.0,0.0,0.0,0.0,0.0
465.999999301,0.0,0.898047,0.0,0.0,0.0,0.0,0.0
467.00000068182,0.0,0.900573,0.0,0.0,0.0,0.0,0.0
467.99999928863997,0.0,0.891318,0.0,0.0,0.0,0.0,0.0
469.00000045024,0.0,0.866574,0.0,0.0,0.0,0.0,0.0
470.00000098699996,0.0,0.835843,0.0,0.0,0.0,0.0,0.0
471.00000011775,0.0,0.815518,0.0,0.0,0.0,0.0,0.0
471.99999950912,0.0,0.817728,0.0,0.0,0.0,0.0,0.0
473.0000010879,0.0,0.833616,0.0,0.0,0.0,0.0,0.0
474.00000030336,0.0,0.853243,0.0,0.0,0.0,0.0,0.0
474.99999952499996,0.0,0.867513,0.0,0.0,0.0,0.0,0.0
475.99999912416,0.0,0.879685,0.0,0.0,0.0,0.0,0.0
476.99999970426,0.0,0.886409,0.0,0.0,0.0,0.0,0.0
477.99999981836,0.0,0.892453,0.0,0.0,0.0,0.0,0.0
479.00000051253,0.0,0.90207,0.0,0.0,0.0,0.0,0.0
480.00000076800006,0.0,0.916847,0.0,0.0,0.0,0.0,0.0
480.99999976912005,0.0,0.930187,0.0,0.0,0.0,0.0,0.0
481.99999922880005,0.0,0.937242,0.0,0.0,0.0,0.0,0.0
483.00000110607,0.0,0.94009,0.0,0.0,0.0,0.0,0.0
484.0000005808,0.0,0.942667,0.0,0.0,0.0,0.0,0.0
485.00000002424997,0.0,0.942599,0.0,0.0,0.0,0.0,0.0
485.99999969867997,0.0,0.942125,0.0,0.0,0.0,0.0,0.0
487.00000008279,0.0,0.943108,0.0,0.0,0.0,0.0,0.0
487.99999949248,0.0,0.945149,0.0,0.0,0.0,0.0,0.0
488.99999881662,0.0,0.946993,0.0,0.0,0.0,0.0,0.0
489.999999167,0.0,0.947055,0.0,0.0,0.0,0.0,0.0
490.99999946972,0.0,0.943697,0.0,0.0,0.0,0.0,0.0
491.99999883888,0.0,0.927983,0.0,0.0,0.0,0.0,0.0
492.99999900907005,0.0,0.908268,0.0,0.0,0.0,0.0,0.0
493.999999506,0.0,0.896314,0.0,0.0,0.0,0.0,0.0
495.00000004950004,0.0,0.901172,0.0,0.0,0.0,0.0,0.0
496.00000055552,0.0,0.9279,0.0,0.0,0.0,0.0,0.0
497.00000113812996,0.0,0.954339,0.0,0.0,0.0,0.0,0.0
497.99999963148,0.0,0.959147,0.0,0.0,0.0,0.0,0.0
498.99999901198,0.0,0.948073,0.0,0.0,0.0,0.0,0.0
500.0,0.0,0.95189,0.0,0.0,0.0,0.0,0.0
501.00000101202,0.0,0.966185,0.0,0.0,0.0,0.0,0.0
502.00000063252,0.0,0.989839,0.0,0.0,0.0,0.0,0.0
503.00000014587,0.0,1.0,0.0,0.0,0.0,0.0,0.0
504.00000104832003,0.0,0.983227,0.0,0.0,0.0,0.0,0.0
504.99999994949997,0.0,0.952988,0.0,0.0,0.0,0.0,0.0
506.00000127512004,0.0,0.923569,0.0,0.0,0.0,0.0,0.0
506.99999942708996,0.0,0.919306,0.0,0.0,0.0,0.0,0.0
507.99999922783996,0.0,0.943495,0.0,0.0,0.0,0.0,0.0
509.00000058026,0.0,0.956873,0.0,0.0,0.0,0.0,0.0
510.00000096900004,0.0,0.92323,0.0,0.0,0.0,0.0,0.0
511.00000063363996,0.0,0.799378,0.0,0.0,0.0,0.0,0.0
512.0,0.0,0.413566,0.000328,0.0,0.0,0.0,0.0
512.99999968194,0.0,0.112756,0.000403,0.0,0.0,0.0,0.0
514.00000048316,0.0,0.032741,0.000489,0.0,0.0,0.0,0.0
515.0000007467501,0.0,0.012923,0.000589,0.0,0.0,0.0,0.0
515.999998968,0.0,0.0058,0.000717,0.0,0.0,0.0,0.0
516.99999914178,0.0,0.003784,0.000878,0.0,0.0,0.0,0.0
518.00000013468,0.0,0.00263,0.001091,0.0,0.0,0.0,0.0
519.00000097053,0.0,0.002049,0.001382,0.0,0.0,0.0,0.0
520.0000008320001,0.0,0.001602,0.001796,0.0,0.0,0.0,0.0
520.9999990622,0.0,0.001136,0.003174,0.0,0.0,0.0,0.0
